,Unnamed: 0,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
125,125,126,Allen Robinson,CHI,WR,25,13,12,0,0,0,0,0,1,9,9.0,0,94,55,754,13.71,4,1.0,1,4,0.0,0.0,98.0,153.3,157.3,125.8,0.0,41,0.0,RobiAl02
126,126,127,Curtis Samuel,CAR,WR,22,13,8,0,0,0,0,0,8,84,10.5,2,65,39,494,12.67,5,1.0,1,7,0.0,0.0,98.0,136.8,140.8,117.3,0.0,42,0.0,SamuCu00
127,127,128,Demaryius Thomas,2TM,WR,31,15,15,0,0,0,0,0,0,0,0.0,0,89,59,677,11.47,5,0.0,0,5,0.0,0.0,98.0,156.7,159.7,127.2,0.0,44,0.0,ThomDe03
128,128,129,Kenny Stills,MIA,WR,26,15,15,1,1,3,1,0,0,0,0.0,0,64,37,553,14.95,6,1.0,0,6,1.0,0.0,97.0,134.4,137.4,115.9,0.0,45,0.0,StilKe00
129,129,130,Tyrell Williams,LAC,WR,26,16,10,0,0,0,0,0,2,15,7.5,0,65,41,653,15.93,5,2.0,0,5,0.0,0.0,97.0,137.8,140.8,117.3,0.0,46,0.0,WillTy00
130,130,131,Cooper Kupp,LAR,WR,25,8,8,0,0,0,0,0,4,25,6.25,0,55,40,566,14.15,6,0.0,0,6,0.0,0.0,95.0,135.1,138.1,115.1,0.0,47,0.0,KuppCo00
131,131,132,Alex Collins,BAL,RB,24,10,10,0,0,0,0,0,114,411,3.61,7,21,15,105,7.0,1,3.0,3,8,0.0,0.0,94.0,108.6,117.6,101.1,0.0,39,0.0,CollAl00
132,132,133,Jordy Nelson,OAK,WR,33,15,14,0,0,0,0,0,1,-2,-2.0,0,88,63,739,11.73,3,1.0,0,3,1.0,0.0,94.0,156.7,159.7,125.2,0.0,49,0.0,NelsJo00
133,133,134,Courtland Sutton,DEN,WR,23,16,9,0,0,0,0,0,1,-1,-1.0,0,84,42,704,16.76,4,0.0,0,4,0.0,0.0,94.0,136.3,139.3,115.3,0.0,48,0.0,SuttCo00
134,134,135,LeSean McCoy,BUF,RB,30,14,13,0,0,0,0,0,161,514,3.19,3,46,34,238,7.0,0,0.0,0,3,0.0,0.0,93.0,127.2,133.2,110.2,0.0,40,0.0,McCoLe01
135,135,136,Doug Baldwin,SEA,WR,30,13,13,0,0,0,0,0,0,0,0.0,0,73,50,618,12.36,5,0.0,0,5,0.0,0.0,92.0,141.8,144.8,116.8,0.0,50,0.0,BaldDo00
136,136,137,Frank Gore,MIA,RB,35,14,14,0,0,0,0,0,156,722,4.63,0,16,12,124,10.33,1,1.0,0,1,0.0,0.0,91.0,102.6,108.6,96.6,0.0,41,0.0,GoreFr00
137,137,138,Antonio Callaway,CLE,WR,21,16,11,0,0,0,0,0,2,7,3.5,0,79,43,586,13.63,5,1.0,1,5,1.0,0.0,89.0,132.3,136.3,110.8,0.0,51,0.0,CallAn00
138,138,139,Jalen Richard,OAK,RB,25,16,1,0,0,0,0,0,55,259,4.71,1,81,68,607,8.93,0,3.0,2,1,0.0,0.0,89.0,156.6,164.6,122.6,0.0,43,0.0,RichJa01
139,139,140,Wendell Smallwood,PHI,RB,24,16,6,0,0,0,0,0,87,364,4.18,3,35,28,230,8.21,2,2.0,1,5,1.0,0.0,89.0,117.4,124.4,103.4,0.0,42,0.0,SmalWe00
140,140,141,Gus Edwards,BAL,RB,23,11,6,0,0,0,0,0,137,718,5.24,2,2,2,20,10.0,0,0.0,0,2,1.0,0.0,88.0,89.8,92.8,88.8,0.0,45,0.0,EdwaGu00
141,141,142,Carlos Hyde,2TM,RB,28,14,7,0,0,0,0,0,172,571,3.32,5,16,10,33,3.3,0,2.0,1,5,0.0,0.0,88.0,98.4,102.4,93.4,0.0,44,0.0,HydeCa00
142,142,143,Royce Freeman,DEN,RB,22,14,8,0,0,0,0,0,130,521,4.01,5,20,14,72,5.14,0,1.0,1,5,0.0,0.0,87.0,101.3,105.3,94.3,0.0,47,0.0,FreeRo00
143,143,144,Anthony Miller,CHI,WR,24,15,4,1,1,8,0,0,6,26,4.33,0,54,33,423,12.82,7,1.0,0,7,0.0,0.0,87.0,120.2,123.2,103.7,0.0,52,0.0,MillAn02
144,144,145,Jamaal Williams,GNB,RB,23,16,8,0,0,0,0,0,121,464,3.83,3,41,27,210,7.78,0,0.0,0,3,1.0,0.0,87.0,114.4,120.4,100.9,0.0,46,0.0,WillJa06
145,145,146,Cole Beasley,DAL,WR,29,16,4,0,1,0,0,0,0,0,0.0,0,87,65,672,10.34,3,0.0,0,3,0.0,0.0,85.0,150.2,153.2,117.7,0.0,53,0.0,BeasCo00
146,146,147,Jeff Driskel,CIN,QB,25,9,5,105,176,1003,6,2,25,130,5.2,2,0,0,0,0.0,0,4.0,1,2,0.0,1.0,85.0,85.1,94.1,87.1,0.0,35,0.0,DrisJe00
147,147,148,Taylor Gabriel,CHI,WR,27,16,11,0,0,0,0,0,9,61,6.78,0,93,67,688,10.27,2,1.0,1,2,0.0,0.0,85.0,151.9,155.9,118.4,0.0,54,0.0,GabrTa00
148,148,149,Duke Johnson,CLE,RB,25,16,2,0,0,0,0,0,40,201,5.03,0,62,47,429,9.13,3,1.0,0,3,2.0,0.0,85.0,132.0,138.0,108.5,0.0,48,0.0,JohnDu00
149,149,150,Donte Moncrief,JAX,WR,25,16,14,0,0,0,0,0,0,0,0.0,0,89,48,668,13.92,3,1.0,1,3,0.0,0.0,83.0,130.8,134.8,106.8,0.0,55,0.0,MoncDo00
150,150,151,Evan Engram,NYG,TE,24,11,8,0,0,0,0,0,3,36,12.0,0,64,45,577,12.82,3,0.0,0,3,1.0,0.0,81.0,126.3,129.3,103.8,0.0,13,0.0,EngrEv00
151,151,152,Marvin Jones,DET,WR,28,9,9,0,0,0,0,0,0,0,0.0,0,62,35,508,14.51,5,0.0,0,5,0.0,0.0,81.0,115.8,118.8,98.3,0.0,56,0.0,JoneMa02
152,152,153,Christian Kirk,ARI,WR,22,12,7,0,0,0,0,0,3,35,11.67,0,68,43,590,13.72,3,0.0,0,3,0.0,0.0,81.0,123.5,126.5,102.0,0.0,57,0.0,KirkCh01
153,153,154,Michael Crabtree,BAL,WR,31,16,16,0,0,0,0,0,0,0,0.0,0,100,54,607,11.24,3,0.0,0,3,0.0,0.0,79.0,132.7,135.7,105.7,0.0,60,0.0,CrabMi00
154,154,155,Devin Funchess,CAR,WR,24,14,12,0,0,0,0,0,0,0,0.0,0,79,44,549,12.48,4,0.0,0,4,0.0,0.0,79.0,122.9,125.9,100.9,0.0,59,0.0,FuncDe00
155,155,156,Rashard Higgins,CLE,WR,24,13,1,0,0,0,0,0,0,0,0.0,0,53,39,572,14.67,4,2.0,1,4,0.0,0.0,79.0,118.2,122.2,98.7,0.0,58,0.0,HiggRa00
156,156,157,LeGarrette Blount,DET,RB,32,16,8,0,0,0,0,0,154,418,2.71,5,15,10,67,6.7,0,2.0,1,5,0.0,0.0,77.0,86.5,90.5,81.5,0.0,50,0.0,BlouLe00
157,157,158,Alfred Blue,HOU,RB,27,16,2,0,0,0,0,0,150,499,3.33,2,27,20,154,7.7,0,0.0,0,2,0.0,0.0,77.0,97.3,103.3,87.3,0.0,49,0.0,BlueAl00
158,158,159,Dante Pettis,SFO,WR,23,12,7,0,0,0,0,0,1,-2,-2.0,0,45,27,467,17.3,5,2.0,0,5,0.0,0.0,77.0,103.5,106.5,90.0,0.0,61,0.0,PettDa00
159,159,160,Jimmy Graham,GNB,TE,32,16,12,0,0,0,0,0,0,0,0.0,0,89,55,636,11.56,2,0.0,0,2,0.0,0.0,76.0,130.6,133.6,103.1,0.0,14,0.0,GrahJi00
160,160,161,Cordarrelle Patterson,NWE,WR,27,15,5,0,0,0,0,0,42,228,5.43,1,28,21,247,11.76,3,1.0,1,5,0.0,0.0,76.0,96.5,103.5,86.0,0.0,62,0.0,PattCo00
161,161,162,Damien Williams,KAN,RB,26,16,3,0,0,0,0,0,50,256,5.12,4,24,23,160,6.96,2,1.0,1,6,0.0,0.0,76.0,98.6,105.6,87.1,0.0,51,0.0,WillDa05
162,162,163,Josh Adams,PHI,RB,22,14,5,0,0,0,0,0,120,511,4.26,3,13,7,58,8.29,0,1.0,1,3,1.0,0.0,75.0,81.9,85.9,78.4,0.0,52,0.0,AdamJo03
163,163,164,C.J. Beathard,SFO,QB,25,6,5,102,169,1252,8,7,19,69,3.63,1,0,0,0,0.0,0,5.0,3,1,0.0,0.0,75.0,75.0,88.0,82.0,0.0,37,0.0,BeatC.00
164,164,165,Nick Foles,PHI,QB,29,5,5,141,195,1413,7,4,9,17,1.89,0,1,1,10,10.0,0,4.0,2,0,0.0,0.0,75.0,76.2,85.2,79.7,0.0,36,0.0,FoleNi00
165,165,166,David Moore,SEA,WR,23,16,7,0,0,0,0,0,1,5,5.0,0,53,26,445,17.12,5,2.0,0,5,0.0,0.0,75.0,101.0,104.0,88.0,0.0,64,0.0,MoorDa03
166,166,167,Sammy Watkins,KAN,WR,25,10,9,0,0,0,0,0,5,52,10.4,0,55,40,519,12.98,3,1.0,0,3,0.0,0.0,75.0,115.1,118.1,95.1,0.0,63,0.0,WatkSa00
167,167,168,Will Fuller,HOU,WR,24,7,7,0,0,0,0,0,0,0,0.0,0,45,32,503,15.72,4,0.0,0,4,0.0,0.0,74.0,106.3,109.3,90.3,0.0,65,0.0,FullWi01
168,168,169,Chris Herndon,NYJ,TE,22,16,12,0,0,0,0,0,0,0,0.0,0,56,39,502,12.87,4,2.0,0,4,0.0,0.0,74.0,113.2,116.2,93.7,0.0,15,0.0,HernCh00
169,169,170,Mark Andrews,BAL,TE,23,16,3,0,0,0,0,0,0,0,0.0,0,50,34,552,16.24,3,0.0,0,3,0.0,0.0,73.0,107.2,110.2,90.2,0.0,16,0.0,AndrMa00
170,170,171,Kendrick Bourne,SFO,WR,23,16,8,0,0,0,0,0,0,0,0.0,0,66,42,487,11.6,4,1.0,0,4,0.0,0.0,73.0,114.7,117.7,93.7,0.0,67,0.0,BourKe00
171,171,172,Tre'Quan Smith,NOR,WR,22,15,7,0,0,0,0,0,0,0,0.0,0,44,28,427,15.25,5,0.0,0,5,0.0,0.0,73.0,100.7,103.7,86.7,0.0,68,0.0,SmitTr03
172,172,173,Marquez Valdes-Scantling,GNB,WR,24,16,10,0,0,0,0,0,2,29,14.5,0,73,38,581,15.29,2,0.0,0,2,0.0,0.0,73.0,111.0,114.0,92.0,0.0,66,0.0,ValdMa00
173,173,174,Robert Foster,BUF,WR,24,13,3,0,0,0,0,0,0,0,0.0,0,44,27,541,20.04,3,0.0,0,3,0.0,0.0,72.0,99.1,102.1,85.6,0.0,70,0.0,FostRo01
174,174,175,Willie Snead,BAL,WR,26,16,10,0,0,0,0,0,1,13,13.0,0,95,62,651,10.5,1,0.0,0,1,0.0,0.0,72.0,134.4,137.4,103.4,0.0,69,0.0,SneaWi00
175,175,176,Chris Hogan,NWE,WR,31,16,7,0,0,0,0,0,0,0,0.0,0,55,35,532,15.2,3,0.0,0,3,0.0,0.0,71.0,106.2,109.2,88.7,0.0,71,0.0,HogaCh00
176,176,177,Josh Reynolds,LAR,WR,23,16,8,0,0,0,0,0,2,8,4.0,0,53,29,402,13.86,5,0.0,0,5,0.0,0.0,71.0,100.0,103.0,85.5,0.0,72,0.0,ReynJo00
177,177,178,Ito Smith,ATL,RB,23,14,0,0,0,0,0,0,90,315,3.5,4,32,27,152,5.63,0,1.0,0,4,0.0,0.0,71.0,97.7,103.7,84.2,0.0,53,0.0,SmitIt00
178,178,179,Albert Wilson,MIA,WR,26,7,3,1,1,52,1,0,8,16,2.0,0,35,26,391,15.04,4,0.0,0,4,0.0,0.0,71.0,96.8,99.8,83.8,0.0,73,0.0,WilsAl02
179,179,180,Danny Amendola,MIA,WR,33,15,15,1,1,28,1,0,1,-2,-2.0,0,79,59,575,9.75,1,2.0,0,1,0.0,0.0,68.0,127.4,130.4,97.9,0.0,74,0.0,AmenDa00
180,180,181,Brock Osweiler,MIA,QB,28,7,5,113,178,1247,6,4,8,21,2.63,0,0,0,0,0.0,0,1.0,1,0,0.0,1.0,68.0,68.0,76.0,72.0,0.0,38,0.0,OsweBr00
181,181,182,Elijah McGuire,NYJ,RB,24,8,3,0,0,0,0,0,92,276,3.0,3,31,19,193,10.16,1,2.0,2,4,0.0,0.0,67.0,85.9,93.9,76.4,0.0,54,0.0,McGuEl00
182,182,183,Jordan Reed,WAS,TE,28,13,8,0,0,0,0,0,0,0,0.0,0,84,54,558,10.33,2,1.0,1,2,0.0,0.0,66.0,119.8,123.8,92.8,0.0,17,0.0,ReedJo02
183,183,184,Josh Doctson,WAS,WR,26,15,12,0,0,0,0,0,0,0,0.0,0,78,44,532,12.09,2,0.0,0,2,0.0,0.0,65.0,109.2,112.2,87.2,0.0,75,0.0,DoctJo00
184,184,185,Michael Gallup,DAL,WR,22,16,8,0,0,0,0,0,0,0,0.0,0,68,33,507,15.36,2,0.0,0,2,1.0,0.0,65.0,97.7,100.7,81.2,0.0,76,0.0,GallMi00
185,185,186,Chris Ivory,BUF,RB,30,13,1,0,0,0,0,0,115,385,3.35,1,21,13,205,15.77,0,1.0,0,1,0.0,0.0,65.0,78.0,84.0,71.5,0.0,55,0.0,IvorCh00
186,186,187,Marquise Goodwin,SFO,WR,28,11,8,0,0,0,0,0,4,9,2.25,0,43,23,395,17.17,4,1.0,0,4,0.0,0.0,64.0,87.4,90.4,75.9,0.0,77,0.0,GoodMa00
187,187,188,Marshawn Lynch,OAK,RB,32,6,6,0,0,0,0,0,90,376,4.18,3,20,15,84,5.6,0,0.0,0,3,0.0,0.0,64.0,79.0,82.0,71.5,0.0,56,0.0,LyncMa00
188,188,189,Chester Rogers,IND,WR,24,16,10,0,0,0,0,0,1,-4,-4.0,0,72,53,485,9.15,2,1.0,0,2,2.0,0.0,64.0,117.1,120.1,90.6,0.0,78,0.0,RogeCh02
189,189,190,John Ross,CIN,WR,23,13,10,0,0,0,0,0,4,9,2.25,0,58,21,210,10.0,7,0.0,0,7,0.0,0.0,64.0,84.9,87.9,74.4,0.0,79,0.0,RossJo00
190,190,191,Jaylen Samuels,PIT,RB,22,14,3,0,0,0,0,0,56,256,4.57,0,29,26,199,7.65,3,1.0,0,3,0.0,0.0,64.0,89.5,95.5,76.5,0.0,57,0.0,SamuJa00
191,191,192,Cameron Brate,TAM,TE,27,16,2,0,0,0,0,0,0,0,0.0,0,49,30,289,9.63,6,1.0,1,6,0.0,0.0,63.0,92.9,96.9,77.9,0.0,18,0.0,BratCa00
192,192,193,C.J. Anderson,2TM,RB,27,11,3,0,0,0,0,0,67,403,6.01,2,9,5,41,8.2,1,0.0,0,3,0.0,0.0,62.0,67.4,70.4,64.9,0.0,58,0.0,AndeC.00
193,193,194,Seth Roberts,OAK,WR,27,15,7,0,0,0,0,0,3,5,1.67,0,64,45,494,10.98,2,0.0,0,2,0.0,0.0,62.0,106.9,109.9,84.4,0.0,80,0.0,RobeSe00
194,194,195,C.J. Uzomah,CIN,TE,25,16,15,0,0,0,0,0,0,0,0.0,0,64,43,439,10.21,3,0.0,0,3,0.0,0.0,62.0,104.9,107.9,83.4,0.0,19,0.0,UzomC.00
195,195,196,Giovani Bernard,CIN,RB,27,12,4,0,0,0,0,0,56,211,3.77,3,48,35,218,6.23,0,0.0,0,3,0.0,0.0,61.0,95.9,101.9,78.4,0.0,60,0.0,BernGi00
196,196,197,Rashaad Penny,SEA,RB,22,14,0,0,0,0,0,0,85,419,4.93,2,12,9,75,8.33,0,0.0,0,2,0.0,0.0,61.0,70.4,73.4,65.9,0.0,59,0.0,PennRa00
197,197,198,Alfred Morris,SFO,RB,30,12,1,0,0,0,0,0,111,428,3.86,2,13,8,73,9.13,0,2.0,1,2,0.0,0.0,60.0,68.1,72.1,64.1,0.0,61,0.0,MorrAl00
198,198,199,Javorius Allen,BAL,RB,27,14,0,0,0,0,0,0,41,110,2.68,3,43,35,196,5.6,2,1.0,1,5,0.0,0.0,59.0,93.6,100.6,76.1,0.0,64,0.0,AlleJa01
199,199,200,Corey Clement,PHI,RB,24,11,0,0,0,0,0,0,68,259,3.81,2,25,22,192,8.73,0,4.0,0,2,1.0,0.0,59.0,81.1,87.1,70.1,0.0,62,0.0,ClemCo00
200,200,201,Chris Conley,KAN,WR,26,16,13,0,0,0,0,0,0,0,0.0,0,52,32,334,10.44,5,2.0,2,5,0.0,0.0,59.0,91.4,96.4,75.4,0.0,81,0.0,ConlCh00
201,201,202,Spencer Ware,KAN,RB,27,13,2,0,0,0,0,0,51,246,4.82,2,23,20,224,11.2,0,0.0,0,2,0.0,0.0,59.0,79.0,85.0,69.0,0.0,63,0.0,WareSp00
202,202,203,Dallas Goedert,PHI,TE,23,16,8,0,0,0,0,0,0,0,0.0,0,44,33,334,10.12,4,0.0,0,4,0.0,0.0,57.0,90.4,93.4,73.9,0.0,20,0.0,GoedDa00
203,203,204,Theo Riddick,DET,RB,27,14,3,0,0,0,0,0,40,171,4.28,0,74,61,384,6.3,0,0.0,0,0,0.0,0.0,56.0,116.5,122.5,86.0,0.0,65,0.0,RiddTh00
204,204,205,Jarius Wright,CAR,WR,29,16,6,0,0,0,0,0,2,39,19.5,0,59,43,447,10.4,1,3.0,1,1,1.0,0.0,55.0,97.6,101.6,76.1,0.0,82,0.0,WrigJa02
205,205,206,Jamison Crowder,WAS,WR,25,9,7,0,0,0,0,0,4,30,7.5,0,49,29,388,13.38,2,0.0,0,2,0.0,0.0,54.0,82.8,85.8,68.3,0.0,83,0.0,CrowJa00
206,206,207,Gerald Everett,LAR,TE,24,16,0,0,0,0,0,0,2,16,8.0,0,50,33,320,9.7,3,0.0,0,3,1.0,0.0,54.0,86.6,89.6,70.1,0.0,22,0.0,EverGe00
207,207,208,Jesse James,PIT,TE,24,16,7,0,0,0,0,0,0,0,0.0,0,39,30,423,14.1,2,0.0,0,2,0.0,0.0,54.0,84.3,87.3,69.3,0.0,21,0.0,JameJe00
208,208,209,Greg Olsen,CAR,TE,33,9,9,0,0,0,0,0,0,0,0.0,0,38,27,291,10.78,4,0.0,0,4,0.0,0.0,53.0,80.1,83.1,66.6,0.0,23,0.0,OlseGr00
209,209,210,Demarcus Robinson,KAN,WR,24,16,5,0,0,0,0,0,0,0,0.0,0,33,22,288,13.09,4,0.0,0,4,0.0,0.0,53.0,74.8,77.8,63.8,0.0,84,0.0,RobiDe01
210,210,211,Ben Watson,NOR,TE,38,16,4,0,0,0,0,0,0,0,0.0,0,46,35,400,11.43,2,0.0,0,2,0.0,0.0,52.0,87.0,90.0,69.5,0.0,24,0.0,WatsBe00
211,211,212,Keelan Cole,JAX,WR,25,16,11,0,0,0,0,0,0,0,0.0,0,70,38,491,12.92,1,2.0,2,1,0.0,0.0,51.0,89.1,94.1,70.1,0.0,86,0.0,ColeKe00
212,212,213,Vernon Davis,WAS,TE,34,14,8,0,0,0,0,0,0,0,0.0,0,36,25,367,14.68,2,0.0,0,2,1.0,0.0,51.0,75.7,78.7,63.2,0.0,25,0.0,DaviVe00
213,213,214,Jakeem Grant,MIA,WR,26,10,2,0,0,0,0,0,1,5,5.0,0,34,21,268,12.76,2,0.0,0,4,0.0,0.0,51.0,72.3,75.3,61.8,0.0,85,0.0,GranJa00
214,214,215,Taywan Taylor,TEN,WR,23,13,5,0,0,0,0,0,0,0,0.0,0,56,37,466,12.59,1,1.0,1,1,0.0,0.0,51.0,87.6,91.6,69.1,0.0,87,0.0,TaylTa00
215,215,216,Chris Thompson,WAS,RB,28,10,0,0,0,0,0,0,43,178,4.14,0,55,41,268,6.54,1,1.0,0,1,0.0,0.0,51.0,91.6,97.6,71.1,0.0,66,0.0,ThomCh03
216,216,217,Devontae Booker,DEN,RB,26,16,0,0,0,0,0,0,34,183,5.38,1,51,38,275,7.24,0,1.0,1,1,0.0,0.0,50.0,87.8,94.8,68.8,0.0,68,0.0,BookDe00
217,217,218,Phillip Dorsett,NWE,WR,25,16,2,0,0,0,0,0,4,29,7.25,0,42,32,290,9.06,3,0.0,0,3,0.0,0.0,50.0,81.9,84.9,65.9,0.0,88,0.0,DorsPh00
218,218,219,Josh Johnson,WAS,QB,32,4,3,52,91,590,3,4,23,120,5.22,1,0,0,0,0.0,0,2.0,0,1,0.0,2.0,50.0,49.6,59.6,53.6,0.0,39,0.0,JohnJo05
219,219,220,Zach Zenner,DET,RB,27,8,1,0,0,0,0,0,55,265,4.82,3,10,7,56,8.0,0,0.0,0,3,0.0,0.0,50.0,57.1,60.1,53.6,0.0,67,0.0,ZennZa00
220,220,221,Quincy Enunwa,NYJ,WR,26,11,10,0,0,0,0,0,1,0,0.0,0,68,38,449,11.82,1,2.0,1,1,0.0,0.0,49.0,86.9,90.9,67.9,0.0,89,0.0,EnunQu00
221,221,222,Blake Jarwin,DAL,TE,24,16,4,0,0,0,0,0,0,0,0.0,0,36,27,307,11.37,3,0.0,0,3,0.0,0.0,49.0,75.7,78.7,62.2,0.0,26,0.0,JarwBl00
222,222,223,Bilal Powell,NYJ,RB,30,7,7,0,0,0,0,0,80,343,4.29,0,18,11,110,10.0,1,2.0,1,1,0.0,0.0,49.0,60.3,67.3,54.8,0.0,69,0.0,PoweBi00
223,223,224,Randall Cobb,GNB,WR,28,9,6,0,0,0,0,0,0,0,0.0,0,61,38,383,10.08,2,2.0,1,2,0.0,0.0,48.0,86.3,90.3,67.3,0.0,90,0.0,CobbRa00
224,224,225,Kenneth Dixon,BAL,RB,24,6,0,0,0,0,0,0,60,333,5.55,2,7,6,51,8.5,0,2.0,1,2,0.0,0.0,48.0,54.4,58.4,51.4,0.0,70,0.0,DixoKe00
225,225,226,Jimmy Garoppolo,SFO,QB,27,3,3,53,89,718,5,3,8,33,4.13,0,0,0,0,0.0,0,4.0,0,0,0.0,1.0,48.0,48.0,54.0,51.0,0.0,40,0.0,GaroJi00
226,226,227,Jaron Brown,SEA,WR,28,16,2,0,0,0,0,0,0,0,0.0,0,19,14,166,11.86,5,0.0,0,5,0.0,0.0,47.0,60.6,63.6,53.6,0.0,91,0.0,BrowJa03
227,227,228,Antonio Gates,LAC,TE,38,16,1,0,0,0,0,0,0,0,0.0,0,45,28,333,11.89,2,1.0,1,2,2.0,0.0,47.0,75.3,79.3,61.3,0.0,27,0.0,GateAn00
228,228,229,Kapri Bibbs,2TM,RB,25,12,0,0,0,0,0,0,21,103,4.9,3,23,16,115,7.19,1,1.0,0,4,0.0,0.0,46.0,61.8,67.8,53.8,0.0,74,0.0,BibbKa00
229,229,230,Justin Jackson,LAC,RB,22,13,1,0,0,0,0,0,50,206,4.12,2,19,15,135,9.0,0,0.0,0,2,0.0,0.0,46.0,61.1,67.1,53.6,0.0,72,0.0,JackJu01
230,230,231,Ty Montgomery,2TM,RB,25,13,0,0,0,0,0,0,41,188,4.59,1,40,25,235,9.4,0,2.0,1,1,0.0,0.0,46.0,71.3,78.3,58.8,0.0,71,0.0,MontTy01
231,231,232,Breshad Perriman,CLE,WR,25,10,2,0,0,0,0,0,4,2,0.5,0,25,16,340,21.25,2,0.0,0,2,0.0,0.0,46.0,62.2,65.2,54.2,0.0,92,0.0,PerrBr02
232,232,233,Darren Sproles,PHI,RB,35,6,2,0,0,0,0,0,29,120,4.14,1,23,15,160,10.67,2,0.0,0,3,0.0,0.0,46.0,61.0,67.0,53.5,0.0,73,0.0,SproDa00
233,233,234,Jordan Thomas,HOU,TE,22,16,10,0,0,0,0,0,0,0,0.0,0,27,20,215,10.75,4,0.0,0,4,0.0,0.0,46.0,65.5,68.5,55.5,0.0,28,0.0,ThomJo05
234,234,235,Jacquizz Rodgers,TAM,RB,28,16,0,0,0,0,0,0,33,106,3.21,1,45,38,304,8.0,0,1.0,1,1,0.0,0.0,45.0,83.0,90.0,64.0,0.0,75,0.0,RodgJa00
235,235,236,Tajae Sharpe,TEN,WR,24,16,13,0,0,0,0,0,1,16,16.0,0,47,26,316,12.15,2,0.0,0,2,0.0,0.0,45.0,71.2,74.2,58.2,0.0,93,0.0,SharTa00
236,236,237,Ian Thomas,CAR,TE,22,16,6,0,0,0,0,0,0,0,0.0,0,49,36,333,9.25,2,0.0,0,2,0.0,0.0,45.0,81.3,84.3,63.3,0.0,29,0.0,ThomIa00
237,237,238,Nick Vannett,SEA,TE,25,15,9,0,0,0,0,0,0,0,0.0,0,43,29,269,9.28,3,1.0,0,3,0.0,0.0,45.0,73.9,76.9,59.4,0.0,30,0.0,VannNi00
238,238,239,Kelvin Benjamin,2TM,WR,27,15,10,0,0,0,0,0,0,0,0.0,0,67,25,380,15.2,1,0.0,0,1,0.0,0.0,44.0,69.0,72.0,56.5,0.0,94,0.0,BenjKe00
239,239,240,Jonnu Smith,TEN,TE,23,13,12,0,0,0,0,0,0,0,0.0,0,30,20,258,12.9,3,1.0,0,3,0.0,0.0,44.0,63.8,66.8,53.8,0.0,31,0.0,SmitJo01
240,240,241,Jordan Wilkins,IND,RB,24,16,3,0,0,0,0,0,60,336,5.6,1,17,16,85,5.31,0,2.0,2,1,0.0,0.0,44.0,60.1,65.1,52.1,0.0,76,0.0,WilkJo01
241,241,242,Chase Edmonds,ARI,RB,22,16,0,0,0,0,0,0,60,208,3.47,2,23,20,103,5.15,0,1.0,0,2,0.0,0.0,43.0,63.1,69.1,53.1,0.0,77,0.0,EdmoCh00
242,242,243,Jermaine Kearse,NYJ,WR,28,14,9,0,0,0,0,0,0,0,0.0,0,76,37,371,10.03,1,0.0,0,1,0.0,0.0,43.0,80.1,83.1,61.6,0.0,95,0.0,KearJe01
243,243,244,Geronimo Allison,GNB,WR,24,5,4,0,0,0,0,0,0,0,0.0,0,30,20,303,15.15,2,1.0,0,2,0.0,0.0,42.0,62.3,65.3,52.3,0.0,96,0.0,AlliGe01
244,244,245,Allen Hurns,DAL,WR,27,16,7,0,0,0,0,0,0,0,0.0,0,35,20,295,14.75,2,1.0,0,2,0.0,0.0,42.0,61.5,64.5,51.5,0.0,98,0.0,HurnAl01
245,245,246,Jordan Matthews,PHI,WR,26,14,3,0,0,0,0,0,0,0,0.0,0,28,20,300,15.0,2,0.0,0,2,0.0,0.0,42.0,62.0,65.0,52.0,0.0,97,0.0,MattJo00
246,246,247,Tyler Higbee,LAR,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,34,24,292,12.17,2,1.0,0,2,0.0,0.0,41.0,65.2,68.2,53.2,0.0,32,0.0,HigbTy00
247,247,248,Tyrod Taylor,CLE,QB,29,4,3,42,85,473,2,2,16,125,7.81,1,0,0,0,0.0,0,3.0,0,1,0.0,0.0,41.0,41.4,49.4,43.4,0.0,41,0.0,TaylTy00
248,248,249,Jeff Heuerman,DEN,TE,26,11,10,0,0,0,0,0,0,0,0.0,0,48,31,281,9.06,2,0.0,0,2,0.0,0.0,40.0,71.1,74.1,55.6,0.0,34,0.0,HeueJe00
249,249,250,Zach Pascal,IND,WR,24,16,4,0,0,0,0,0,2,10,5.0,0,46,27,268,9.93,2,0.0,0,2,0.0,0.0,40.0,66.8,69.8,53.3,0.0,99,0.0,PascZa00
250,250,251,Ricky Seals-Jones,ARI,TE,23,15,5,0,0,0,0,0,0,0,0.0,0,69,34,343,10.09,1,0.0,0,1,0.0,0.0,40.0,74.3,77.3,57.3,0.0,33,0.0,SealRi00
251,251,252,Ryan Grant,IND,WR,28,14,10,0,0,0,0,0,0,0,0.0,0,52,35,334,9.54,1,0.0,0,1,0.0,0.0,39.0,74.4,77.4,56.9,0.0,100,0.0,GranRy01
