,Unnamed: 0,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
252,252,253,Josh Bellamy,CHI,WR,27,16,2,0,0,0,0,0,4,37,9.25,0,38,19,282,14.84,1,0.0,0,1,0.0,0.0,38.0,56.9,59.9,47.4,0.0,103,0.0,BellJo02
253,253,254,Dion Lewis,NWE,RB,26,7,5,0,0,0,0,0,64,283,4.42,0,24,17,94,5.53,0,1.0,0,0,0.0,0.0,38.0,54.7,57.7,46.2,0.0,73,0.0,LewiDi00
254,254,255,Aaron Ripkowski,GNB,RB,24,16,8,0,0,0,0,0,34,150,4.41,2,10,9,46,5.11,1,0.0,0,3,0.0,0.0,38.0,46.6,49.6,42.1,0.0,74,0.0,RipkAa00
255,255,256,Levine Toilolo,ATL,TE,25,16,11,0,0,0,0,0,0,0,0.0,0,19,13,264,20.31,2,0.0,0,2,0.0,0.0,38.0,51.4,54.4,44.9,0.0,40,0.0,ToilLe00
256,256,257,Kyle Juszczyk,BAL,RB,25,16,7,0,0,0,0,0,5,22,4.4,1,49,37,266,7.19,0,0.0,0,1,1.0,0.0,37.0,73.8,76.8,55.3,0.0,76,0.0,JuszKy00
257,257,258,Alfred Morris,DAL,RB,28,14,0,0,0,0,0,0,69,243,3.52,2,6,3,11,3.67,0,0.0,0,2,0.0,0.0,37.0,40.4,43.4,38.9,0.0,75,0.0,MorrAl00
258,258,259,Ladarius Green,PIT,TE,26,6,2,0,0,0,0,0,0,0,0.0,0,34,18,304,16.89,1,0.0,0,1,0.0,0.0,36.0,54.4,57.4,45.4,0.0,41,0.0,GreeLa00
259,259,260,Erik Swoope,IND,TE,24,16,4,0,0,0,0,0,0,0,0.0,0,22,15,297,19.8,1,0.0,0,1,0.0,0.0,36.0,50.7,53.7,43.2,0.0,42,0.0,SwooEr00
260,260,261,Jimmy Garoppolo,NWE,QB,25,6,2,43,63,502,4,0,10,6,0.6,0,1,1,3,3.0,0,2.0,1,0,0.0,0.0,35.0,36.0,40.0,35.5,0.0,40,0.0,GaroJi00
261,261,262,Cobi Hamilton,PIT,WR,26,11,8,0,0,0,0,0,0,0,0.0,0,28,17,234,13.76,2,0.0,0,2,0.0,0.0,35.0,52.4,55.4,43.9,0.0,104,0.0,HamiCo00
262,262,263,Darrius Heyward-Bey,PIT,WR,29,10,0,0,0,0,0,0,1,60,60.0,1,19,6,114,19.0,2,0.0,0,3,0.0,0.0,35.0,41.4,44.4,38.4,0.0,105,0.0,HeywDa00
263,263,264,Paul Richardson,SEA,WR,24,15,0,0,0,0,0,0,1,5,5.0,0,36,21,288,13.71,1,0.0,0,1,0.0,0.0,35.0,56.3,59.3,45.8,0.0,106,0.0,RichPa01
264,264,265,Andre Roberts,DET,WR,28,16,1,0,0,0,0,0,0,0,0.0,0,25,14,188,13.43,1,2.0,1,3,0.0,0.0,35.0,48.8,52.8,41.8,0.0,108,0.0,RobeAn00
265,265,266,Deonte Thompson,CHI,WR,27,16,6,0,0,0,0,0,0,0,0.0,0,36,22,249,11.32,2,1.0,1,2,0.0,0.0,35.0,56.9,60.9,45.9,0.0,107,0.0,ThomDe04
266,266,267,Landry Jones,PIT,QB,27,8,2,53,86,558,4,2,6,-4,-0.67,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,34.0,33.9,38.9,35.9,0.0,41,0.0,JoneLa02
267,267,268,Bryan Walters,JAX,WR,29,10,3,0,0,0,0,0,1,4,4.0,0,34,24,231,9.63,2,1.0,1,2,0.0,0.0,34.0,57.5,61.5,45.5,0.0,109,0.0,WaltBr00
268,268,269,Geronimo Allison,GNB,WR,22,10,2,0,0,0,0,0,0,0,0.0,0,22,12,202,16.83,2,0.0,0,2,0.0,0.0,32.0,44.2,47.2,38.2,0.0,110,0.0,AlliGe01
269,269,270,Corey Brown,CAR,WR,25,16,8,0,0,0,0,0,2,6,3.0,0,53,27,276,10.22,1,1.0,1,1,0.0,0.0,32.0,59.2,63.2,45.7,0.0,111,0.0,BrowPh00
270,270,271,Corey Grant,JAX,RB,25,11,1,0,0,0,0,0,32,164,5.13,1,7,4,35,8.75,1,0.0,0,2,0.0,0.0,32.0,35.9,38.9,33.9,0.0,77,0.0,GranCo00
271,271,272,Bryce Petty,NYJ,QB,25,6,4,75,133,809,3,7,5,19,3.8,0,0,0,0,0.0,0,1.0,1,0,1.0,0.0,32.0,32.3,43.3,39.3,0.0,42,0.0,PettBr01
272,272,273,Peyton Barber,TAM,RB,22,15,1,0,0,0,0,0,55,223,4.05,1,6,5,28,5.6,0,0.0,0,1,0.0,0.0,31.0,36.1,39.1,33.6,0.0,78,0.0,BarbPe01
273,273,274,Eric Decker,NYJ,WR,29,3,3,0,0,0,0,0,0,0,0.0,0,21,9,194,21.56,2,0.0,0,2,0.0,0.0,31.0,40.4,43.4,35.9,0.0,112,0.0,DeckEr00
274,274,275,Rod Streater,SFO,WR,28,16,2,0,0,0,0,0,0,0,0.0,0,27,18,191,10.61,2,0.0,0,2,0.0,0.0,31.0,49.1,52.1,40.1,0.0,113,0.0,StreRo00
275,275,276,Jordan Taylor,DEN,WR,24,16,0,0,0,0,0,0,0,0,0.0,0,25,16,209,13.06,2,1.0,1,2,0.0,0.0,31.0,46.9,50.9,38.9,0.0,114,0.0,TaylJo01
276,276,277,Virgil Green,DEN,TE,28,12,11,0,0,0,0,0,0,0,0.0,0,37,22,237,10.77,1,0.0,0,1,0.0,0.0,30.0,51.7,54.7,40.7,0.0,43,0.0,GreeVi00
277,277,278,Kenjon Barner,PHI,RB,27,13,0,0,0,0,0,0,27,129,4.78,2,11,5,42,8.4,0,0.0,0,2,0.0,0.0,29.0,34.1,37.1,31.6,0.0,79,0.0,BarnKe00
278,278,279,C.J. Uzomah,CIN,TE,23,10,8,0,0,0,0,0,0,0,0.0,0,38,25,234,9.36,1,0.0,0,1,0.0,0.0,29.0,54.4,57.4,41.9,0.0,44,0.0,UzomC.00
279,279,280,Cameron Artis-Payne,CAR,RB,26,3,3,0,0,0,0,0,36,144,4.0,2,1,1,11,11.0,0,0.0,0,2,0.0,0.0,28.0,28.5,31.5,28.0,0.0,81,0.0,ArtiCa00
280,280,281,Jacoby Brissett,NWE,QB,24,3,2,34,55,400,0,0,16,83,5.19,1,0,0,0,0.0,0,3.0,1,1,0.0,0.0,28.0,28.3,32.3,28.3,0.0,44,0.0,BrisJa00
281,281,282,Nick Foles,KAN,QB,27,3,1,36,55,410,3,0,4,-4,-1.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,28.0,28.0,31.0,28.0,0.0,45,0.0,FoleNi00
282,282,283,Paxton Lynch,DEN,QB,22,3,2,49,83,497,2,1,11,25,2.27,0,0,0,0,0.0,0,2.0,0,0,0.0,0.0,28.0,28.4,32.4,29.4,0.0,43,0.0,LyncPa00
283,283,284,Tanner McEvoy,SEA,WR,23,14,0,1,1,43,0,0,0,0,0.0,0,11,9,140,15.56,2,0.0,0,2,0.0,0.0,28.0,36.7,39.7,32.2,0.0,115,0.0,McEvTa01
284,284,285,Kerwynn Williams,ARI,RB,25,10,0,0,0,0,0,0,18,157,8.72,2,2,1,6,6.0,0,0.0,0,2,0.0,0.0,28.0,29.3,32.3,28.8,0.0,80,0.0,WillKe05
285,285,286,Bennie Fowler,DEN,WR,25,13,0,0,0,0,0,0,0,0,0.0,0,24,11,145,13.18,2,0.0,0,2,0.0,0.0,27.0,37.5,40.5,32.0,0.0,117,0.0,FowlBe00
286,286,287,DuJuan Harris,SFO,RB,28,10,1,0,0,0,0,0,38,138,3.63,0,9,8,115,14.38,1,2.0,2,1,0.0,0.0,27.0,35.3,43.3,31.3,0.0,82,0.0,HarrDu01
287,287,288,Chester Rogers,IND,WR,22,14,2,0,0,0,0,0,0,0,0.0,0,34,19,273,14.37,0,2.0,0,0,0.0,0.0,27.0,46.3,49.3,36.8,0.0,116,0.0,RogeCh02
288,288,289,Shane Vereen,NYG,RB,27,5,1,0,0,0,0,0,33,158,4.79,1,19,11,94,8.55,0,2.0,2,1,0.0,0.0,27.0,38.2,43.2,32.7,0.0,83,0.0,VereSh00
289,289,290,Kapri Bibbs,DEN,RB,23,12,0,0,0,0,0,0,29,129,4.45,0,4,2,75,37.5,1,0.0,0,1,0.0,0.0,26.0,28.4,31.4,27.4,0.0,84,0.0,BibbKa00
290,290,291,Demetrius Harris,KAN,TE,25,16,11,0,0,0,0,0,0,0,0.0,0,31,17,123,7.24,1,1.0,0,2,1.0,0.0,26.0,43.3,46.3,34.8,0.0,45,0.0,HarrDe03
291,291,292,Jaron Brown,ARI,WR,26,7,2,0,0,0,0,0,0,0,0.0,0,22,11,187,17.0,1,0.0,0,1,0.0,0.0,25.0,35.7,38.7,30.2,0.0,120,0.0,BrowJa03
292,292,293,Alex Collins,SEA,RB,22,11,0,0,0,0,0,0,31,125,4.03,1,11,11,84,7.64,0,2.0,1,1,0.0,0.0,25.0,35.9,39.9,30.4,0.0,85,0.0,CollAl00
293,293,294,Seth Devalve,CLE,TE,23,12,2,0,0,0,0,0,0,0,0.0,0,12,10,127,12.7,2,0.0,0,2,0.0,0.0,25.0,34.7,37.7,29.7,0.0,48,0.0,DevaSe00
294,294,295,Josh Huff,2TM,WR,25,10,2,0,1,0,0,0,4,15,3.75,0,23,16,113,7.06,1,0.0,0,2,0.0,0.0,25.0,40.8,43.8,32.8,0.0,119,0.0,HuffJo00
295,295,296,Jeff Janis,GNB,WR,25,16,1,0,0,0,0,0,2,38,19.0,1,19,11,93,8.45,1,0.0,0,2,0.0,0.0,25.0,36.1,36.1,30.6,0.0,118,0.0,JaniJe00
296,296,297,Charone Peake,NYJ,WR,24,15,1,0,0,0,0,0,0,0,0.0,0,35,19,186,9.79,0,0.0,0,1,0.0,0.0,25.0,43.6,46.6,34.1,0.0,121,0.0,PeakCh00
297,297,298,Mychal Rivera,OAK,TE,26,13,2,0,0,0,0,0,0,0,0.0,0,25,18,192,10.67,1,0.0,0,1,0.0,0.0,25.0,43.2,46.2,34.2,0.0,46,0.0,RiveMy00
298,298,299,Mike Tolbert,CAR,RB,31,16,2,0,0,0,0,0,35,114,3.26,0,15,10,72,7.2,1,0.0,0,1,0.0,0.0,25.0,34.6,37.6,29.6,0.0,86,0.0,TolbMi00
299,299,300,Luke Willson,SEA,TE,26,11,6,0,0,0,0,0,0,0,0.0,0,21,15,129,8.6,2,0.0,0,2,0.0,0.0,25.0,39.9,42.9,32.4,0.0,47,0.0,WillLu00
300,300,301,Orleans Darkwa,NYG,RB,24,10,2,0,0,0,0,0,30,111,3.7,2,4,2,12,6.0,0,0.0,0,2,0.0,0.0,24.0,26.3,29.3,25.3,0.0,87,0.0,DarkOr00
301,301,302,Kenneth Farrow,SDG,RB,23,13,2,0,0,0,0,0,60,192,3.2,0,16,13,70,5.38,0,2.0,1,0,0.0,0.0,24.0,37.2,41.2,30.7,0.0,88,0.0,FarrKe02
302,302,303,Xavier Grimble,PIT,TE,24,13,2,0,0,0,0,0,0,0,0.0,0,21,11,118,10.73,2,0.0,0,2,0.0,0.0,24.0,34.8,37.8,29.3,0.0,49,0.0,GrimXa00
303,303,304,Jalin Marshall,NYJ,WR,21,10,1,0,0,0,0,0,0,0,0.0,0,23,14,162,11.57,2,4.0,2,2,0.0,0.0,24.0,38.2,43.2,31.2,0.0,122,0.0,MarsJa01
304,304,305,Charles Johnson,MIN,WR,27,16,7,0,0,0,0,0,0,0,0.0,0,37,20,232,11.6,0,0.0,0,0,0.0,0.0,23.0,43.2,46.2,33.2,0.0,123,0.0,JohnCh08
305,305,306,Marcedes Lewis,JAX,TE,32,10,10,0,0,0,0,0,0,0,0.0,0,30,20,169,8.45,1,0.0,0,1,0.0,0.0,23.0,42.9,45.9,32.9,0.0,50,0.0,LewiMa00
306,306,307,Jordan Norwood,DEN,WR,30,14,6,0,0,0,0,0,1,0,0.0,0,35,21,232,11.05,1,5.0,3,1,0.0,0.0,23.0,44.2,50.2,33.7,0.0,124,0.0,NorwJo00
307,307,308,Ameer Abdullah,DET,RB,23,2,2,0,0,0,0,0,18,101,5.61,0,5,5,57,11.4,1,0.0,0,1,0.0,0.0,22.0,26.8,29.8,24.3,0.0,90,0.0,AbduAm00
308,308,309,Ronnie Hillman,2TM,RB,25,8,1,0,0,0,0,0,41,131,3.2,0,15,7,93,13.29,0,0.0,0,0,0.0,0.0,22.0,29.4,32.4,25.9,0.0,89,0.0,HillRo00
309,309,310,Ben Koyack,JAX,TE,23,14,7,0,0,0,0,0,0,0,0.0,0,24,19,161,8.47,1,0.0,0,1,0.0,0.0,22.0,41.1,44.1,31.6,0.0,51,0.0,KoyaBe00
310,310,311,Roger Lewis,NYG,WR,23,13,1,0,0,0,0,0,0,0,0.0,0,19,7,97,13.86,2,0.0,0,2,0.0,0.0,22.0,28.7,28.7,25.2,0.0,126,0.0,LewiRo03
311,311,312,Marquess Wilson,CHI,WR,24,3,1,0,0,0,0,0,0,0,0.0,0,16,9,160,17.78,1,0.0,0,1,0.0,0.0,22.0,31.0,34.0,26.5,0.0,125,0.0,WilsMa02
312,312,313,Harry Douglas,TEN,WR,32,11,2,0,0,0,0,0,0,0,0.0,0,22,15,210,14.0,0,0.0,0,0,0.0,0.0,21.0,36.0,39.0,28.5,0.0,128,0.0,DougHa00
313,313,314,Lance Dunbar,DAL,RB,26,13,0,0,0,0,0,0,9,31,3.44,1,24,16,122,7.63,0,1.0,0,1,0.0,0.0,21.0,37.3,40.3,29.3,0.0,91,0.0,DunbLa00
314,314,315,Darren Fells,ARI,TE,30,14,7,0,0,0,0,0,0,0,0.0,0,18,14,154,11.0,1,0.0,0,1,0.0,0.0,21.0,35.4,38.4,28.4,0.0,52,0.0,FellDa01
315,315,316,Josh Hill,NOR,TE,26,9,8,0,0,0,0,0,0,0,0.0,0,22,15,149,9.93,1,0.0,0,1,0.0,0.0,21.0,35.9,38.9,28.4,0.0,54,0.0,HillJo02
316,316,317,Andre Johnson,TEN,WR,35,8,4,0,0,0,0,0,0,0,0.0,0,22,9,85,9.44,2,0.0,0,2,0.0,0.0,21.0,29.5,29.5,25.0,0.0,129,0.0,JohnAn02
317,317,318,Ricardo Louis,CLE,WR,22,16,3,0,0,0,0,0,0,0,0.0,0,35,18,205,11.39,0,1.0,0,0,0.0,0.0,21.0,38.5,41.5,29.5,0.0,130,0.0,LouiRi00
318,318,319,Austin Seferian-Jenkins,2TM,TE,24,9,2,0,0,0,0,0,0,0,0.0,0,20,13,154,11.85,1,0.0,0,1,0.0,0.0,21.0,34.4,37.4,27.9,0.0,53,0.0,SefeAu00
319,319,320,Darren Waller,BAL,TE,24,12,3,0,0,0,0,0,0,0,0.0,0,17,10,85,8.5,2,0.0,0,2,0.0,0.0,21.0,30.5,30.5,25.5,0.0,55,0.0,WallDa01
320,320,321,Danny Woodhead,SDG,WR,31,2,1,0,0,0,0,0,19,116,6.11,0,8,6,35,5.83,1,0.0,0,1,0.0,0.0,21.0,27.1,30.1,24.1,0.0,127,0.0,WoodDa02
321,321,322,Cody Core,CIN,WR,22,8,4,0,0,0,0,0,0,0,0.0,0,27,17,200,11.76,0,0.0,0,0,0.0,0.0,20.0,37.0,40.0,28.5,0.0,132,0.0,CoreCo00
322,322,323,Anthony Fasano,TEN,TE,32,16,10,0,0,0,0,0,0,0,0.0,0,13,8,83,10.38,2,0.0,0,2,0.0,0.0,20.0,28.3,28.3,24.3,0.0,56,0.0,FasaAn00
323,323,324,Jonathan Grimes,HOU,RB,27,10,0,0,0,0,0,0,23,105,4.57,0,18,13,94,7.23,0,0.0,0,0,0.0,0.0,20.0,32.9,35.9,26.4,0.0,92,0.0,GrimJo01
324,324,325,Freddie Martino,TAM,WR,25,13,0,0,0,0,0,0,0,0,0.0,0,11,8,142,17.75,1,0.0,0,1,0.0,0.0,20.0,28.2,31.2,24.2,0.0,131,0.0,MartFr00
325,325,326,Bobby Rainey,NYG,RB,29,15,0,0,0,0,0,0,17,63,3.71,0,25,20,153,7.65,0,1.0,1,0,0.0,0.0,20.0,39.6,43.6,29.6,0.0,93,0.0,RainBo00
326,326,327,Kevin White,CHI,WR,24,4,4,0,0,0,0,0,1,9,9.0,0,36,19,187,9.84,0,0.0,0,0,0.0,0.0,20.0,38.6,41.6,29.1,0.0,133,0.0,WhitKe00
327,327,328,Benny Cunningham,LAR,RB,26,11,0,0,0,0,0,0,21,101,4.81,0,21,16,91,5.69,0,1.0,0,0,0.0,0.0,19.0,35.2,38.2,27.2,0.0,94,0.0,CunnBe01
328,328,329,Ed Dickson,CAR,TE,29,16,8,0,0,0,0,0,0,0,0.0,0,19,10,134,13.4,1,0.0,0,1,0.0,0.0,19.0,29.4,32.4,24.4,0.0,57,0.0,DickEd00
329,329,330,Jerell Adams,NYG,TE,24,13,2,0,0,0,0,0,0,0,0.0,0,21,16,122,7.63,1,1.0,0,1,0.0,0.0,18.0,34.2,37.2,26.2,0.0,59,0.0,AdamJe01
330,330,331,Arrelious Benn,JAX,WR,28,15,0,0,0,0,0,0,0,0,0.0,0,10,5,116,23.2,1,0.0,0,1,0.0,0.0,18.0,22.6,25.6,20.1,0.0,134,0.0,BennAr00
331,331,332,Daniel Brown,2TM,TE,24,8,3,0,0,0,0,0,0,0,0.0,0,20,16,124,7.75,1,0.0,0,1,0.0,0.0,18.0,34.4,37.4,26.4,0.0,58,0.0,BrowDa04
332,332,333,Ka'Deem Carey,CHI,RB,24,12,0,0,0,0,0,0,32,126,3.94,0,7,5,55,11.0,0,0.0,0,0,0.0,0.0,18.0,23.1,26.1,20.6,0.0,95,0.0,CareKa00
333,333,334,Andre Ellington,ARI,RB,27,16,0,0,0,0,0,0,34,96,2.82,0,19,12,85,7.08,0,0.0,0,0,0.0,0.0,18.0,30.1,30.1,24.1,0.0,96,0.0,ElliAn00
334,334,335,Tom Savage,HOU,QB,26,3,2,46,73,461,0,0,6,12,2.0,0,0,0,0,0.0,0,1.0,1,0,0.0,0.0,18.0,17.6,21.6,17.6,0.0,46,0.0,SavaTo00
335,335,336,Derek Anderson,CAR,QB,33,5,2,36,53,453,2,5,1,4,4.0,0,0,0,0,0.0,0,1.0,1,0,0.0,1.0,17.0,16.5,25.5,21.5,0.0,48,0.0,AndeDe00
336,336,337,Reggie Bush,BUF,RB,31,13,0,0,0,0,0,0,12,-3,-0.25,1,10,7,90,12.86,0,1.0,0,1,1.0,0.0,17.0,23.7,23.7,20.2,0.0,97,0.0,BushRe00
337,337,338,MarQueis Gray,MIA,TE,27,16,7,0,0,0,0,0,0,0,0.0,0,17,14,174,12.43,0,0.0,0,0,0.0,0.0,17.0,31.4,34.4,24.4,0.0,60,0.0,GrayMa00
338,338,339,Kevin Hogan,CLE,QB,24,4,0,14,26,104,0,2,8,105,13.13,1,0,0,0,0.0,0,0.0,0,1,0.0,0.0,17.0,16.7,21.7,18.7,0.0,47,0.0,HogaKe00
339,339,340,Vincent Jackson,TAM,WR,33,5,5,0,0,0,0,0,0,0,0.0,0,32,15,173,11.53,0,0.0,0,0,0.0,0.0,17.0,32.3,35.3,24.8,0.0,135,0.0,JackVi00
340,340,341,Denard Robinson,JAX,RB,26,13,1,0,0,0,0,0,41,144,3.51,0,5,3,22,7.33,0,0.0,0,0,0.0,0.0,17.0,19.6,22.6,18.1,0.0,98,0.0,RobiDe00
341,341,342,Brandon Tate,BUF,WR,29,15,1,0,0,0,0,0,3,48,16.0,0,12,8,117,14.63,0,0.0,0,0,0.0,0.0,17.0,24.5,27.5,20.5,0.0,136,0.0,TateBr00
342,342,343,Matt Cassel,TEN,QB,34,4,1,30,51,284,2,2,4,3,0.75,0,0,0,0,0.0,0,1.0,0,0,0.0,0.0,16.0,15.7,17.7,17.7,0.0,49,0.0,CassMa00
343,343,344,Brent Celek,PHI,TE,31,16,8,0,0,0,0,0,0,0,0.0,0,19,14,155,11.07,0,1.0,0,0,0.0,0.0,16.0,29.5,32.5,22.5,0.0,61,0.0,CeleBr00
344,344,345,Josh Ferguson,IND,RB,23,16,0,0,0,0,0,0,15,20,1.33,0,26,20,136,6.8,0,1.0,0,0,0.0,0.0,16.0,35.6,38.6,25.6,0.0,100,0.0,FergJo02
345,345,346,Chris Johnson,ARI,RB,31,4,0,0,0,0,0,0,25,95,3.8,1,1,0,0,0.0,0,0.0,0,1,0.0,0.0,16.0,15.5,15.5,15.5,0.0,101,0.0,JohnCh04
346,346,347,Braxton Miller,HOU,WR,24,10,6,0,0,0,0,0,3,0,0.0,0,28,15,99,6.6,1,0.0,0,1,0.0,0.0,16.0,30.9,30.9,23.4,0.0,137,0.0,MillBr03
347,347,348,Terron Ward,ATL,RB,24,5,0,0,0,0,0,0,31,151,4.87,0,2,1,11,11.0,0,0.0,0,0,0.0,0.0,16.0,17.2,20.2,16.7,0.0,99,0.0,WardTe00
348,348,349,Stephen Anderson,HOU,TE,23,13,0,0,0,0,0,0,0,0,0.0,0,16,11,93,8.45,1,0.0,0,1,0.0,0.0,15.0,26.3,26.3,20.8,0.0,62,0.0,AndeSt01
349,349,350,Tyler Higbee,LAR,TE,23,16,7,0,0,0,0,0,0,0,0.0,0,29,11,85,7.73,1,0.0,0,1,0.0,0.0,15.0,25.5,25.5,20.0,0.0,63,0.0,HigbTy00
350,350,351,Greg Salas,BUF,WR,28,2,1,0,0,0,0,0,0,0,0.0,0,6,4,89,22.25,1,0.0,0,1,0.0,0.0,15.0,18.9,18.9,16.9,0.0,139,0.0,SalaGr00
351,351,352,Cecil Shorts,TAM,WR,29,9,5,0,0,0,0,0,0,0,0.0,0,27,11,152,13.82,0,0.0,0,0,0.0,0.0,15.0,26.2,29.2,20.7,0.0,138,0.0,ShorCe00
352,352,353,Mack Brown,WAS,RB,25,9,0,0,0,0,0,0,8,82,10.25,1,1,1,-2,-2.0,0,0.0,0,1,0.0,0.0,14.0,15.0,15.0,14.5,0.0,102,0.0,BrowMa02
353,353,354,A.J. Derby,2TM,TE,25,10,3,0,0,0,0,0,0,0,0.0,0,20,16,160,10.0,0,1.0,1,0,0.0,0.0,14.0,30.0,34.0,22.0,0.0,65,0.0,DerbA.00
354,354,355,Jeff Heuerman,DEN,TE,24,12,2,0,0,0,0,0,0,0,0.0,0,17,9,141,15.67,0,0.0,0,0,0.0,0.0,14.0,23.1,26.1,18.6,0.0,64,0.0,HeueJe00
355,355,356,Akeem Hunt,HOU,RB,23,8,0,0,0,0,0,0,20,109,5.45,0,4,3,29,9.67,0,2.0,0,0,0.0,0.0,14.0,16.8,19.8,15.3,0.0,103,0.0,HuntAk01
356,356,357,Andy Janovich,DEN,RB,23,11,5,0,0,0,0,0,4,33,8.25,1,7,5,44,8.8,0,0.0,0,1,0.0,0.0,14.0,18.7,18.7,16.2,0.0,104,0.0,JanoAn00
357,357,358,Brandon Myers,TAM,TE,31,16,9,0,0,0,0,0,0,0,0.0,0,14,7,59,8.43,1,0.0,0,1,1.0,0.0,14.0,20.9,20.9,17.4,0.0,66,0.0,MyerBr00
358,358,359,Walt Powell,BUF,WR,25,9,2,0,0,0,0,0,0,0,0.0,0,25,14,142,10.14,0,0.0,0,0,0.0,0.0,14.0,28.2,31.2,21.2,0.0,140,0.0,PoweWa00
359,359,360,Larry Donnell,NYG,TE,28,14,6,0,0,0,0,0,0,0,0.0,0,22,15,92,6.13,1,1.0,1,1,0.0,0.0,13.0,28.2,29.2,20.7,0.0,67,0.0,DonnLa00
360,360,361,Arian Foster,MIA,RB,30,4,2,0,0,0,0,0,22,55,2.5,0,10,6,78,13.0,0,1.0,0,0,0.0,0.0,13.0,19.3,19.3,16.3,0.0,106,0.0,FostAr00
361,361,362,Crockett Gillmore,BAL,TE,25,7,5,0,0,0,0,0,0,0,0.0,0,14,8,71,8.88,1,0.0,0,1,0.0,0.0,13.0,21.1,21.1,17.1,0.0,69,0.0,GillCr00
362,362,363,Chris Harper,SFO,WR,23,9,2,0,0,0,0,0,0,0,0.0,0,21,13,133,10.23,0,0.0,0,0,0.0,0.0,13.0,26.3,29.3,19.8,0.0,141,0.0,HarpCh01
363,363,364,Chris Moore,BAL,WR,23,15,0,0,0,0,0,0,3,19,6.33,0,16,7,46,6.57,0,1.0,0,1,0.0,0.0,13.0,19.5,19.5,16.0,0.0,146,0.0,MoorCh00
364,364,365,Nick O'Leary,BUF,RB,24,16,7,0,0,0,0,0,0,0,0.0,0,14,9,114,12.67,0,0.0,0,0,1.0,0.0,13.0,22.4,25.4,17.9,0.0,105,0.0,OLeaNi00
365,365,366,John Phillips,2TM,TE,29,16,7,0,0,0,0,0,0,0,0.0,0,15,10,72,7.2,1,0.0,0,1,0.0,0.0,13.0,23.2,23.2,18.2,0.0,68,0.0,PhilJo00
366,366,367,C.J. Spiller,2TM,RB,29,6,0,0,0,0,0,0,6,18,3.0,0,13,6,50,8.33,1,1.0,0,1,0.0,0.0,13.0,18.8,18.8,15.8,0.0,107,0.0,SpilC.00
367,367,368,Jaelen Strong,HOU,WR,22,8,2,0,0,0,0,0,0,0,0.0,0,24,14,131,9.36,0,0.0,0,0,0.0,0.0,13.0,27.1,30.1,20.1,0.0,142,0.0,StroJa01
368,368,369,Paul Turner,PHI,WR,23,4,2,0,0,0,0,0,0,0,0.0,0,14,9,126,14.0,0,0.0,0,0,0.0,0.0,13.0,21.6,24.6,17.1,0.0,145,0.0,TurnPa01
369,369,370,Markus Wheaton,PIT,WR,25,3,2,0,0,0,0,0,0,0,0.0,0,9,4,51,12.75,1,0.0,0,1,1.0,0.0,13.0,17.1,17.1,15.1,0.0,143,0.0,WheaMa00
370,370,371,Jarius Wright,MIN,WR,27,8,1,0,0,0,0,0,0,0,0.0,0,14,11,67,6.09,1,0.0,0,1,0.0,0.0,13.0,23.7,23.7,18.2,0.0,144,0.0,WrigJa02
371,371,372,Jordan Cameron,MIA,TE,28,3,3,0,0,0,0,0,0,0,0.0,0,11,8,60,7.5,1,0.0,0,1,0.0,0.0,12.0,20.0,20.0,16.0,0.0,71,0.0,CameJo00
372,372,373,Mike Davis,SFO,RB,23,8,1,0,0,0,0,0,19,50,2.63,1,5,3,25,8.33,0,1.0,1,1,0.0,0.0,12.0,14.5,15.5,13.0,0.0,110,0.0,DaviMi01
373,373,374,Rhett Ellison,MIN,RB,28,15,6,0,0,0,0,0,1,1,1.0,1,14,9,57,6.33,0,0.0,0,1,0.0,0.0,12.0,20.8,20.8,16.3,0.0,109,0.0,ElliRh00
374,374,375,Brittan Golden,ARI,WR,28,12,1,0,0,0,0,0,0,0,0.0,0,14,8,82,10.25,1,1.0,1,1,0.0,0.0,12.0,20.2,21.2,16.2,0.0,147,0.0,GoldBr00
375,375,376,Dominique Jones,MIA,TE,29,9,2,0,0,0,0,0,0,0,0.0,0,10,7,61,8.71,1,0.0,0,1,0.0,0.0,12.0,19.1,19.1,15.6,0.0,70,0.0,JoneDo01
376,376,377,Jordan Todman,IND,RB,26,16,0,0,0,0,0,0,9,59,6.56,0,1,0,0,0.0,0,0.0,0,1,0.0,0.0,12.0,11.9,11.9,11.9,0.0,108,0.0,TodmJo00
377,377,378,Jamaal Charles,KAN,RB,30,3,0,0,0,0,0,0,12,40,3.33,1,3,2,14,7.0,0,0.0,0,1,0.0,0.0,11.0,13.4,13.4,12.4,0.0,111,0.0,CharJa00
378,378,379,Patrick DiMarco,ATL,RB,27,16,8,0,0,0,0,0,0,0,0.0,0,10,7,52,7.43,1,0.0,0,1,0.0,0.0,11.0,18.2,18.2,14.7,0.0,113,0.0,DiMaPa00
