,Rank,Player,POS,AVG
81,82.0,Duke Johnson,RB30,87.2
82,83.0,Philip Rivers,QB11,87.3
83,84.0,Chris Ivory,RB31,87.3
84,85.0,Tyler Lockett,WR35,88.2
85,86.0,Rashad Jennings,RB32,89.3
86,87.0,DeAngelo Williams,RB33,90.2
87,88.0,Seattle Seahawks,DST2,90.3
88,89.0,Marvin Jones,WR36,92.0
89,90.0,Tyler Eifert ,TE8,95.8
90,91.0,Josh Gordon ,WR37,95.8
91,92.0,Antonio Gates,TE9,96.2
92,93.0,Zach Ertz,TE10,97.3
93,94.0,Stephen Gostkowski,K1,97.8
94,95.0,Derrick Henry,RB34,98.5
95,96.0,Arizona Cardinals,DST3,99.0
96,97.0,Derek Carr,QB12,99.0
97,98.0,Sterling Shepard,WR38,100.3
98,99.0,Carolina Panthers,DST4,101.8
99,100.0,Julius Thomas,TE11,102.5
100,101.0,DeVante Parker,WR39,104.3
101,102.0,LeGarrette Blount,RB35,104.3
102,103.0,T.J. Yeldon,RB36,105.3
103,104.0,Jay Ajayi,RB37,105.5
104,105.0,Stefon Diggs,WR40,108.0
105,106.0,Kevin White,WR41,108.5
106,107.0,Jimmy Graham,TE12,112.0
107,108.0,Kirk Cousins,QB13,112.5
108,109.0,Willie Snead,WR42,114.0
109,110.0,Houston Texans,DST5,114.5
110,111.0,Jameis Winston,QB14,114.7
111,112.0,Tavon Austin,WR43,114.7
112,113.0,Isaiah Crowell,RB38,118.0
113,114.0,Tyrod Taylor,QB15,118.7
114,115.0,Stephen Hauschka,K2,119.8
115,116.0,Kansas City Chiefs,DST6,119.8
116,117.0,Corey Coleman,WR44,124.5
117,118.0,Charles Sims,RB39,125.0
118,119.0,Torrey Smith,WR45,125.3
119,120.0,Martellus Bennett,TE13,125.5
120,121.0,Andy Dalton,QB16,125.7
121,122.0,Matthew Stafford,QB17,126.0
122,123.0,Justin Forsett,RB40,127.8
123,124.0,Marcus Mariota,QB18,130.0
124,125.0,Dion Lewis,RB41,130.5
125,126.0,Matt Ryan,QB19,132.2
126,127.0,Spencer Ware,RB42,133.8
127,128.0,Jason Witten,TE14,134.2
128,129.0,Bilal Powell,RB43,134.7
129,130.0,Theo Riddick,RB44,134.8
130,131.0,Vincent Jackson,WR46,135.8
131,132.0,Travis Benjamin,WR47,136.2
132,133.0,Markus Wheaton,WR48,137.0
133,134.0,Justin Tucker,K3,137.0
134,135.0,Graham Gano,K4,139.0
135,136.0,Minnesota Vikings,DST7,142.8
136,137.0,New England Patriots,DST8,144.5
137,138.0,Tevin Coleman,RB45,145.3
138,139.0,Dak Prescott,QB20,146.5
139,140.0,Christine Michael,RB46,147.2
140,141.0,Los Angeles Rams,DST9,148.0
141,142.0,Kamar Aiken,WR49,150.7
142,143.0,Devin Funchess,WR50,152.0
143,144.0,Terrance West,RB47,152.7
144,145.0,Mason Crosby,K5,153.2
145,146.0,Michael Thomas,WR51,155.0
146,147.0,Dwayne Allen,TE15,157.8
147,148.0,Dan Bailey,K6,158.3
148,149.0,Chris Boswell,K7,158.5
149,150.0,Tony Romo,QB21,130.6
150,151.0,James White,RB48,160.3
151,152.0,Ted Ginn Jr.,WR52,160.3
152,153.0,Darren Sproles,RB49,162.0
153,154.0,Alfred Morris,RB50,162.3
154,155.0,William Fuller,WR53,163.2
155,156.0,Jared Cook,TE16,163.7
156,157.0,Steve Smith,WR54,165.0
157,158.0,Chandler Catanzaro,K8,166.3
158,159.0,Devontae Booker,RB51,167.2
159,160.0,James Starks,RB52,167.3
160,161.0,Brock Osweiler,QB22,167.7
161,162.0,Zach Miller,TE17,167.7
162,163.0,Victor Cruz,WR55,168.3
163,164.0,Tajae Sharpe,WR56,169.8
164,165.0,Ryan Tannehill,QB23,172.7
165,166.0,Mike Wallace,WR57,173.0
166,167.0,Mohamed Sanu,WR58,173.8
167,168.0,Adam Vinatieri,K9,174.2
168,169.0,Brandon McManus,K10,175.8
169,170.0,Pittsburgh Steelers,DST10,152.6
170,171.0,Blair Walsh,K11,180.0
171,172.0,Sebastian Janikowski,K12,180.2
172,173.0,Robert Griffin,QB24,180.2
173,174.0,Ladarius Green,TE18,156.0
174,175.0,Jerick McKinnon,RB53,183.2
175,176.0,Cairo Santos,K13,184.3
176,177.0,Ryan Fitzpatrick,QB25,161.0
177,178.0,Alex Smith,QB26,185.3
178,179.0,Tyler Boyd,WR59,186.0
179,180.0,DeAndre Washington,RB54,186.2
180,181.0,Pierre Garcon,WR60,187.2
181,182.0,Eric Ebron,TE19,164.8
182,183.0,Terrelle Pryor,WR61,188.2
183,184.0,Kyle Rudolph,TE20,189.2
184,185.0,Las Vegas Raiders,DST11,189.7
185,186.0,Cincinnati Bengals,DST12,167.4
186,187.0,C.J. Prosise,RB55,169.4
187,188.0,Kenneth Dixon,RB56,194.0
188,189.0,Chris Johnson,RB57,172.6
189,190.0,Green Bay Packers,DST13,179.2
190,191.0,Davante Adams,WR62,181.2
191,192.0,New York Jets,DST14,181.4
192,193.0,Marshawn Lynch,RB58,151.8
193,194.0,Darren McFadden,RB59,183.2
194,195.0,Jordan Howard,RB60,183.6
195,196.0,Laquon Treadwell,WR63,185.8
196,197.0,Jay Cutler,QB27,187.8
197,198.0,Chris Hogan,WR64,208.2
198,199.0,Dorial Green-Beckham,WR65,191.4
199,200.0,Paul Perkins,RB61,192.2
200,201.0,Josh Doctson,WR66,192.8
201,202.0,New York Giants,DST15,193.0
202,203.0,Philadelphia Eagles,DST16,193.2
203,204.0,Joe Flacco,QB28,194.0
204,205.0,Austin Seferian-Jenkins,TE21,194.2
205,206.0,Karlos Williams,RB62,168.3
206,207.0,Phillip Dorsett,WR67,195.2
207,208.0,Rishard Matthews,WR68,195.8
208,209.0,Richard Rodgers,TE22,196.8
209,210.0,Baltimore Ravens,DST17,198.2
210,211.0,Charcandrick West,RB63,205.4
211,212.0,Kenny Stills,WR69,221.5
212,213.0,Anquan Boldin,WR70,206.2
213,214.0,Clive Walford,TE23,208.8
214,215.0,Virgil Green,TE24,208.8
215,216.0,Javorius Allen,RB64,186.8
216,217.0,Danny Amendola,WR71,187.3
217,218.0,Shane Vereen,RB65,211.6
218,219.0,Matt Bryant,K14,212.0
219,220.0,Charles Clay,TE25,212.6
220,221.0,Buffalo Bills,DST18,213.6
221,222.0,Terrance Williams,WR72,217.2
222,223.0,Jacksonville Jaguars,DST19,197.5
223,224.0,Tim Hightower,RB66,218.4
224,225.0,Sam Bradford,QB29,220.0
225,226.0,Matt Prater,K15,220.8
226,227.0,Sammie Coates,WR73,221.0
227,228.0,Teddy Bridgewater,QB30,202.5
228,229.0,Robert Kelley,RB67,109.0
229,230.0,Josh Brown,K16,206.3
230,231.0,Jared Goff,QB31,226.2
231,232.0,Martavis Bryant,WR74,210.5
232,233.0,Benjamin Watson,TE26,209.3
233,234.0,Dustin Hopkins,K17,232.2
234,235.0,Mike Nugent,K18,216.0
235,236.0,Roberto Aguayo,K19,234.8
236,237.0,Dallas Cowboys,DST20,190.7
237,238.0,Jermaine Kearse,WR75,219.5
238,239.0,Jordan Cameron,TE27,219.8
239,240.0,Hunter Henry,TE28,220.5
240,241.0,Tampa Bay Buccaneers,DST21,239.0
241,242.0,Nick Novak,K20,240.4
242,243.0,Washington Commanders,DST22,200.0
243,244.0,Breshad Perriman,WR76,226.0
244,245.0,Kenny Britt,WR77,226.8
245,246.0,Robbie Gould,K21,226.8
246,247.0,Connor Barth,K22,153.0
247,248.0,Mike Gillislee,RB68,202.7
248,249.0,Ronnie Hillman,RB69,205.7
249,250.0,Leonard Fournette,RB70,20.0
250,251.0,Nelson Agholor,WR78,210.0
251,252.0,James Jones,WR79,212.3
252,253.0,Chris Thompson,RB71,213.3
253,254.0,Miami Dolphins,DST23,214.0
254,255.0,Christian McCaffrey,RB72,39.0
255,256.0,Joe Mixon,RB73,40.0
256,257.0,Jamison Crowder,WR80,172.0
257,258.0,Ty Montgomery,RB74,217.3
258,259.0,Andre Ellington,RB75,238.8
259,260.0,Cameron Artis-Payne,RB76,239.3
260,261.0,Indianapolis Colts,DST24,219.0
261,262.0,C.J. Spiller,RB77,240.8
262,263.0,Nick Folk,K23,243.0
263,264.0,Carson Wentz,QB32,224.0
264,265.0,Jesse James,TE29,243.5
265,266.0,Cole Beasley,WR81,244.5
266,267.0,Dalvin Cook,RB78,77.0
267,268.0,Tyreek Hill,WR82,194.5
268,269.0,Corey Davis,WR83,86.0
269,270.0,Jacob Tamme,TE30,230.0
270,271.0,Detroit Lions,DST25,230.3
271,272.0,Dan Carpenter,K24,248.3
272,273.0,Jimmy Garoppolo,QB33,231.0
273,274.0,Samaje Perine,RB79,92.0
274,275.0,Cameron Brate,TE31,233.3
275,276.0,Shayne Graham,K25,97.0
276,277.0,Robert Woods,WR84,234.0
277,278.0,Chicago Bears,DST26,234.7
278,279.0,Braxton Miller,WR85,236.0
279,280.0,Jonathan Williams,RB80,204.0
280,281.0,Cameron Meredith,WR86,112.0
281,282.0,Brandon LaFell,WR87,255.8
282,283.0,J.J. Nelson,WR88,241.0
283,284.0,Eli Rogers,WR89,212.0
284,285.0,Josh Lambo,K26,257.8
285,286.0,Kareem Hunt,RB81,127.0
286,287.0,Marqise Lee,WR90,215.5
287,288.0,Mike Williams,WR91,135.0
288,289.0,Wendell Smallwood,RB82,218.5
289,290.0,Adam Thielen,WR92,136.0
290,291.0,Colin Kaepernick,QB34,246.7
291,292.0,Kendall Wright,WR93,260.5
292,293.0,Tyrell Williams,WR94,139.0
293,294.0,Malcolm Mitchell,WR95,223.0
294,295.0,Jamaal Williams,RB83,146.0
295,296.0,Kenyan Drake,RB84,225.0
296,297.0,Jack Doyle,TE32,266.5
297,298.0,Rex Burkhead,RB85,155.0
298,299.0,Vance McDonald,TE33,265.8
299,300.0,Joe Williams,RB86,158.0
300,301.0,Atlanta Falcons,DST27,255.0
301,302.0,Paxton Lynch,QB35,257.0
302,303.0,Jace Amaro,TE34,168.0
303,304.0,Zay Jones,WR96,168.0
304,305.0,O.J. Howard,TE35,170.0
305,306.0,John Ross,WR97,171.0
306,307.0,Jason Myers,K27,269.3
307,308.0,Marlon Mack,RB87,173.0
308,309.0,Zach Zenner,RB88,241.0
309,310.0,C.J. Fiedorowicz,TE36,278.5
310,311.0,Alvin Kamara,RB89,183.0
311,312.0,Jalen Richard,RB90,184.0
312,313.0,Los Angeles Chargers,DST28,263.0
313,314.0,Josh Ferguson,RB91,189.0
314,315.0,Jeremy McNichols,RB92,189.0
315,316.0,Aaron Jones,RB93,191.0
316,317.0,Luke Willson,TE37,276.3
317,318.0,Benny Cunningham,RB94,247.5
318,319.0,Trevor Siemian,QB36,274.8
319,320.0,Quincy Enunwa,WR98,195.0
320,321.0,D'Onta Foreman,RB95,200.0
321,322.0,Donnel Pumphrey,RB96,202.0
322,323.0,Wil Lutz,K28,203.0
323,324.0,Jacquizz Rodgers,RB97,260.5
324,325.0,Jeff Janis,WR99,269.3
325,326.0,Jerell Adams,TE38,205.0
326,327.0,David Njoku,TE39,206.0
327,328.0,New Orleans Saints,DST29,254.0
328,329.0,Austin Hooper,TE40,286.0
329,330.0,Robbie Anderson,WR100,209.0
330,331.0,Will Tye,TE41,271.7
331,332.0,Taylor Gabriel,WR101,212.0
332,333.0,Alfred Blue,RB98,272.3
333,334.0,Steve Johnson,WR102,258.0
334,335.0,Phil Dawson,K29,274.0
335,336.0,San Francisco 49ers,DST30,259.0
336,337.0,Deshaun Watson,QB37,218.0
337,338.0,Kenjon Barner,RB99,221.0
338,339.0,Wayne Gallman,RB100,221.0
339,340.0,Quinton Patton,WR103,222.0
340,341.0,Robert Turbin,RB101,262.0
341,342.0,Jaelen Strong,WR104,263.5
342,343.0,Tennessee Titans,DST31,263.5
343,344.0,Tyler Gaffney,RB102,227.0
344,345.0,Rueben Randle,WR105,277.0
345,346.0,Pharoh Cooper,WR106,229.0
346,347.0,Cooper Kupp,WR107,229.0
347,348.0,Ka'Deem Carey,RB103,265.5
348,349.0,Curtis Samuel,WR108,231.0
349,350.0,Vernon Davis,TE42,301.3
350,351.0,Mark Sanchez,QB38,281.0
351,352.0,Keith Marshall,RB104,240.0
352,353.0,Tyler Higbee,TE43,241.0
353,354.0,Evan Engram,TE44,241.0
354,355.0,Tyler Ervin,RB105,242.0
355,356.0,Greg Zuerlein,K30,287.3
356,357.0,James Conner,RB106,245.0
357,358.0,Shaun Draughn,RB107,249.0
358,359.0,Jared Abbrederis,WR109,289.7
359,360.0,Josh Reynolds,WR110,256.0
360,361.0,Andre Johnson,WR111,279.5
361,362.0,Darrius Heyward-Bey,WR112,280.5
362,363.0,Kyle Juszczyk,RB108,260.0
363,364.0,JuJu Smith-Schuster,WR113,261.0
364,365.0,Tre Mason,RB109,281.5
365,366.0,Mike Tolbert,RB110,283.0
366,367.0,Reggie Bush,RB111,289.7
367,368.0,Mike Glennon,QB39,310.5
368,369.0,Dontrelle Inman,WR114,284.0
369,370.0,Dennis Pitta,TE45,307.0
370,371.0,Brandon Bolden,RB112,308.5
371,372.0,Paul Richardson,WR115,268.0
372,373.0,Lance Dunbar,RB113,285.0
373,374.0,Caleb Sturgis,K31,300.0
374,375.0,Cleveland Browns,DST32,285.5
375,376.0,Jeremy Kerley,WR116,270.0
376,377.0,Khiry Robinson,RB114,271.0
377,378.0,Blaine Gabbert,QB40,286.5
378,379.0,Nate Washington,WR117,287.5
379,380.0,Tarik Cohen,RB115,274.0
380,381.0,Brandon Coleman,WR118,278.0
381,382.0,Stevan Ridley,RB116,280.0
382,383.0,Antonio Andrews,RB117,281.0
383,384.0,Lance Kendricks,TE46,325.5
384,385.0,T.J. Logan,RB118,283.0
385,386.0,Seth Roberts,WR119,285.0
386,387.0,Michael Vick,QB41,286.0
387,388.0,Larry Donnell,TE47,321.5
388,389.0,Dwayne Harris,WR120,287.0
389,390.0,ArDarius Stewart,WR121,287.0
390,391.0,Cordarrelle Patterson,RB119,301.5
391,392.0,Dexter McCluster,RB120,289.0
392,393.0,Taywan Taylor,WR122,289.0
393,394.0,Travis Coons,K32,317.3
394,395.0,Jon Baldwin,WR123,290.0
395,396.0,Brent Celek,TE48,302.5
396,397.0,Roddy White,WR124,292.0
397,398.0,Justin Hardy,WR125,293.0
398,399.0,Corey Grant,RB121,293.0
399,400.0,Ryan Succop,K33,301.7
400,401.0,Brian Hoyer,QB42,329.5
401,402.0,De'Anthony Thomas,WR126,295.0
402,403.0,D.J. Foster,RB122,296.0
403,404.0,Cody Parkey,K34,311.5
404,405.0,Matt Jones,WR127,297.0
405,406.0,Damien Williams,RB123,297.0
406,407.0,Reggie Diggs,WR128,298.0
407,408.0,Mitch Trubisky,QB43,298.0
408,409.0,Eddie Royal,WR129,299.0
409,410.0,Cody Kessler,QB44,299.0
410,411.0,Chris Conley,WR130,300.0
411,412.0,Rashad Greene,WR131,304.0
412,413.0,Bruce Ellington,WR132,306.0
413,414.0,Devin Hester,WR133,307.0
414,415.0,Case Keenum,QB45,311.0
415,416.0,Nelson Spruce,WR134,312.0
416,417.0,Jakeem Grant,WR135,318.0
417,418.0,Josh McCown,QB46,319.0
418,419.0,Aaron Burbridge,WR136,320.0
419,420.0,Darius Jackson,RB124,321.0
420,421.0,Leonte Carroo,WR137,322.0
421,422.0,Brett Hundley,QB47,323.0
422,423.0,Trevone Boykin,QB48,324.0
423,424.0,Cardale Jones,QB49,325.0
424,425.0,Dan Orlovsky,QB50,326.0
425,426.0,Anthony Fasano,TE49,328.0
426,427.0,Andrew Franks,K35,329.0
427,428.0,Jeff Heuerman,TE50,331.0
428,429.0,DeAndre Smelter,WR138,332.0
429,430.0,Malcolm Brown,RB125,333.0
430,431.0,Fozzy Whittaker,RB126,334.0
431,432.0,Brice Butler,WR139,336.0
432,433.0,Derek Anderson,QB51,337.0
433,434.0,Ryan Nassib,QB52,338.0
434,435.0,AJ McCarron,QB53,339.0
435,436.0,Corey Brown,WR140,340.0
436,437.0,Trent Richardson,RB127,341.0
437,438.0,Matt McGloin,QB54,342.0
438,439.0,Matt Schaub,QB55,343.0
439,440.0,Andre Williams,RB128,344.0
440,441.0,Marcel Reece,RB129,345.0
441,442.0,Geno Smith,QB56,346.0
442,443.0,Chad Henne,QB57,349.0
443,444.0,Crockett Gillmore,TE51,351.0
444,445.0,Colt McCoy,QB58,352.0
445,446.0,Luke McCown,QB59,353.0
446,447.0,Matt Cassel,QB60,354.0
447,448.0,Albert Wilson,WR141,355.0
448,449.0,Scott Tolzien,QB61,358.0
449,450.0,Landry Jones,QB62,359.0
450,451.0,Kellen Clemens,QB63,360.0
451,452.0,Drew Stanton,QB64,362.0
452,453.0,David Carr,QB65,363.0
453,454.0,Tom Savage,QB66,364.0
454,455.0,Chad Pennington,QB67,366.0
455,456.0,Dion Sims,TE52,368.0
456,457.0,Kai Forbath,K36,370.0
457,458.0,Darren Fells,TE53,371.0
458,459.0,JaMarcus Russell,QB68,372.0
459,460.0,Garrett Celek,TE54,373.0
460,461.0,Ryan Griffin,TE55,374.0
461,462.0,MyCole Pruitt,TE56,376.0
462,463.0,Johnny Manziel,QB69,377.0
463,464.0,Chase Daniel,QB70,378.0
464,465.0,Mychal Rivera,TE57,380.0
465,466.0,A.J. Derby,TE58,381.0
466,467.0,Jermaine Gresham,TE59,382.0
467,468.0,Marcedes Lewis,TE60,383.0
468,469.0,Blake Bell,TE61,384.0
469,470.0,Charlie Batch,QB71,385.0
470,471.0,Rob Bironas,K37,386.0
471,472.0,Maxx Williams,TE62,387.0
472,473.0,Josh Hill,TE63,388.0
473,474.0,Ed Dickson,TE64,389.0
474,0.0,0,0,0.0
475,0.0,0,0,0.0
