Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre,Difference
Derek Carr,190.0,QB25,184.3,80.0,LVR,QB,30.0,17.0,17.0,428.0,626.0,4804.0,23.0,14.0,40.0,108.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,257.0,257.0,282.0,271.0,0.0,14.0,0.0,CarrDe02,LVR,47.0,93.0,50.54,290.0,18.0,3.0,18.0,44.0,40.91,73.0,12.0,3.0,All Derek Carr red zone passing plays,CarrDe02,LVR,7.0,14.0,0.0,9.3%,4.0,2.0,0.0,10.8%,2.0,1.0,0.0,10.0%,All Derek Carr red zone rushing plays,CarrDe02,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,104.30000000000001
Marlon Mack,191.0,RB57,186.3,412.0,IND,RB,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,101.0,3.61,0.0,5.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.9,15.9,11.9,0.0,119.0,0.0,MackMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,IND,2.0,11.0,0.0,1.9%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Marlon Mack red zone rushing plays,MackMa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-225.7
Tony Jones,192.0,RB58,186.3,368.0,NOR,RB,24.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,142.0,2.63,0.0,8.0,5.0,29.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.1,25.1,19.6,0.0,104.0,0.0,JoneTo04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NOR,4.0,19.0,0.0,5.3%,1.0,1.0,0.0,3.2%,1.0,1.0,0.0,6.7%,All Tony Jones red zone rushing plays,JoneTo04,NOR,1.0,1.0,100.00%,3.0,0.0,1.6%,1.0,1.0,100.00%,3.0,0.0,3.8%,All Tony Jones red zone receiving plays,JoneTo04,-181.7
A.J. Green,193.0,WR65,187.7,121.0,ARI,WR,33.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,54.0,848.0,15.7,3.0,0.0,0.0,3.0,0.0,0.0,103.0,156.8,159.8,129.8,0.0,43.0,0.0,GreeA.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ARI,17.0,5.0,29.41%,36.0,2.0,21.3%,11.0,3.0,27.27%,14.0,1.0,28.2%,All A.J. Green red zone receiving plays,GreeA.00,66.69999999999999
Amon-Ra St. Brown,194.0,WR66,188.3,61.0,DET,WR,22.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,61.0,8.71,1.0,119.0,90.0,912.0,10.13,5.0,0.0,0.0,6.0,2.0,0.0,137.0,227.3,230.3,182.3,15.0,23.0,61.0,StxxAm00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DET,14.0,9.0,64.29%,62.0,3.0,23.3%,5.0,3.0,60.00%,11.0,2.0,20.0%,All Amon-Ra St. Brown red zone receiving plays,StxxAm00,127.30000000000001
Randall Cobb,195.0,WR67,188.7,187.0,GNB,WR,31.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,39.0,28.0,375.0,13.39,5.0,1.0,1.0,5.0,0.0,0.0,66.0,93.6,97.6,79.6,0.0,68.0,0.0,CobbRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,12.0,4.0,33.33%,16.0,4.0,10.2%,11.0,4.0,36.36%,16.0,4.0,21.6%,All Randall Cobb red zone receiving plays,CobbRa00,1.6999999999999886
Gabe Davis,196.0,WR68,192.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,192.7
Matt Gay,197.0,K13,216.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,216.5
Darrel Williams,198.0,RB59,193.7,72.0,KAN,RB,26.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,144.0,558.0,3.88,6.0,57.0,47.0,452.0,9.62,2.0,0.0,0.0,8.0,0.0,0.0,149.0,196.0,202.0,172.5,3.0,22.0,72.0,WillDa10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,28.0,54.0,6.0,30.1%,20.0,37.0,6.0,38.5%,14.0,13.0,6.0,63.6%,All Darrel Williams red zone rushing plays,WillDa10,KAN,10.0,6.0,60.00%,20.0,0.0,8.5%,5.0,4.0,80.00%,12.0,0.0,8.3%,All Darrel Williams red zone receiving plays,WillDa10,121.69999999999999
Devontae Booker,199.0,RB60,197.0,120.0,NYG,RB,29.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,145.0,593.0,4.09,2.0,45.0,40.0,268.0,6.7,1.0,0.0,0.0,3.0,0.0,0.0,104.0,144.1,150.1,124.1,0.0,35.0,0.0,BookDe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYG,15.0,49.0,2.0,33.3%,8.0,5.0,1.0,34.8%,5.0,1.0,1.0,45.5%,All Devontae Booker red zone rushing plays,BookDe00,NYG,2.0,2.0,100.00%,10.0,1.0,3.6%,2.0,2.0,100.00%,10.0,1.0,7.1%,All Devontae Booker red zone receiving plays,BookDe00,77.0
Zach Wilson,200.0,QB26,197.7,96.0,NYJ,QB,22.0,13.0,13.0,213.0,383.0,2334.0,9.0,11.0,29.0,185.0,6.38,4.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,152.0,151.9,169.9,162.9,0.0,30.0,0.0,WilsZa00,NYJ,24.0,41.0,58.54,115.0,6.0,0.0,12.0,19.0,63.16,57.0,6.0,0.0,All Zach Wilson red zone passing plays,WilsZa00,NYJ,8.0,8.0,3.0,11.3%,8.0,8.0,3.0,17.4%,6.0,3.0,3.0,22.2%,All Zach Wilson red zone rushing plays,WilsZa00,NYJ,1.0,0.0,0.00%,0.0,0.0,1.6%,1.0,0.0,0.00%,0.0,0.0,4.3%,All Zach Wilson red zone receiving plays,WilsZa00,101.69999999999999
Anthony Firkser,201.0,TE21,200.7,243.0,TEN,TE,26.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,34.0,291.0,8.56,2.0,2.0,1.0,3.0,0.0,0.0,45.0,79.1,83.1,62.1,0.0,29.0,0.0,FirkAn00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TEN,6.0,5.0,83.33%,42.0,2.0,7.5%,3.0,3.0,100.00%,16.0,1.0,8.6%,All Anthony Firkser red zone receiving plays,FirkAn00,-42.30000000000001
Damien Williams,202.0,RB61,205.0,245.0,CHI,RB,29.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,164.0,4.1,2.0,23.0,16.0,103.0,6.44,1.0,0.0,0.0,3.0,0.0,0.0,45.0,60.7,66.7,52.7,0.0,72.0,0.0,WillDa05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI,8.0,23.0,2.0,9.6%,4.0,8.0,2.0,8.5%,3.0,8.0,2.0,14.3%,All Damien Williams red zone rushing plays,WillDa05,CHI,1.0,1.0,100.00%,6.0,0.0,1.8%,0.0,0.0,0,0.0,0.0,.0%,All Damien Williams red zone receiving plays,WillDa05,-40.0
Matt Prater,203.0,K14,208.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,208.3
Deshaun Watson,204.0,QB27,213.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,213.3
Ty'Son Williams,205.0,RB62,180.5,306.0,BAL,RB,25.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,185.0,5.29,1.0,12.0,9.0,84.0,9.33,0.0,1.0,0.0,1.0,0.0,0.0,33.0,41.9,44.9,37.4,0.0,86.0,0.0,WillTy01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,5.0,25.0,0.0,7.5%,2.0,11.0,0.0,5.3%,1.0,3.0,0.0,5.3%,All Ty'Son Williams red zone rushing plays,WillTy01,BAL,3.0,2.0,66.67%,15.0,0.0,4.1%,0.0,0.0,0,0.0,0.0,.0%,All Ty'Son Williams red zone receiving plays,WillTy01,-125.5
Marquez Valdes-Scantling,206.0,WR69,215.7,199.0,GNB,WR,27.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,26.0,430.0,16.54,3.0,0.0,0.0,3.0,0.0,0.0,61.0,87.0,90.0,74.0,0.0,73.0,0.0,ValdMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,8.0,3.0,37.50%,29.0,2.0,6.8%,3.0,1.0,33.33%,6.0,0.0,5.9%,All Marquez Valdes-Scantling red zone receiving plays,ValdMa00,16.69999999999999
Malcolm Brown,207.0,RB63,215.7,350.0,MIA,RB,28.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,125.0,3.79,1.0,5.0,3.0,10.0,3.33,0.0,0.0,0.0,1.0,0.0,0.0,20.0,22.5,25.5,21.0,0.0,101.0,0.0,BrowMa03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA,7.0,10.0,0.0,10.3%,6.0,9.0,0.0,14.0%,4.0,1.0,0.0,18.2%,All Malcolm Brown red zone rushing plays,BrowMa03,MIA,1.0,1.0,100.00%,4.0,0.0,1.4%,0.0,0.0,0,0.0,0.0,.0%,All Malcolm Brown red zone receiving plays,BrowMa03,-134.3
Brandon McManus,208.0,K15,217.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,217.3
Darrynton Evans,209.0,RB64,186.0,519.0,TEN,RB,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,2.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,3.8,2.8,0.0,148.0,0.0,EvanDa02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-333.0
Minnesota Vikings,210.0,DST14,226.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,226.7
Jalen Reagor,211.0,WR70,192.0,244.0,PHI,WR,22.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,3.2,0.0,57.0,33.0,299.0,9.06,2.0,2.0,0.0,2.0,0.0,0.0,45.0,78.1,81.1,61.6,0.0,98.0,0.0,ReagJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PHI,5.0,3.0,60.00%,23.0,1.0,8.3%,2.0,2.0,100.00%,6.0,0.0,7.4%,All Jalen Reagor red zone receiving plays,ReagJa00,-52.0
Austin Hooper,212.0,TE22,195.5,214.0,CLE,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,38.0,345.0,9.08,3.0,0.0,0.0,3.0,1.0,0.0,55.0,92.5,95.5,73.5,0.0,26.0,0.0,HoopAu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,11.0,9.0,81.82%,63.0,3.0,19.6%,5.0,3.0,60.00%,7.0,2.0,17.9%,All Austin Hooper red zone receiving plays,HoopAu00,-18.5
Rashod Bateman,213.0,WR71,198.5,205.0,BAL,WR,22.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,46.0,515.0,11.2,1.0,0.0,0.0,1.0,0.0,0.0,58.0,103.5,106.5,80.5,0.0,80.0,0.0,BateRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,5.0,4.0,80.00%,25.0,1.0,6.8%,2.0,1.0,50.00%,4.0,1.0,5.9%,All Rashod Bateman red zone receiving plays,BateRa00,-6.5
Ty Johnson,214.0,RB65,202.5,161.0,NYJ,RB,24.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,61.0,238.0,3.9,2.0,55.0,34.0,372.0,10.94,2.0,2.0,1.0,4.0,0.0,0.0,83.0,117.0,124.0,100.0,0.0,52.0,0.0,JohnTy02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ,11.0,15.0,2.0,15.5%,8.0,13.0,2.0,17.4%,5.0,3.0,2.0,18.5%,All Ty Johnson red zone rushing plays,JohnTy02,NYJ,4.0,3.0,75.00%,37.0,1.0,6.6%,0.0,0.0,0,0.0,0.0,.0%,All Ty Johnson red zone receiving plays,JohnTy02,41.5
Jamison Crowder,215.0,WR72,206.5,202.0,NYJ,WR,28.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,51.0,447.0,8.76,2.0,1.0,1.0,2.0,1.0,1.0,59.0,109.7,113.7,84.2,0.0,78.0,0.0,CrowJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYJ,11.0,8.0,72.73%,45.0,2.0,18.0%,2.0,2.0,100.00%,5.0,2.0,8.7%,All Jamison Crowder red zone receiving plays,CrowJa00,4.5
Wayne Gallman,216.0,RB66,209.5,391.0,2TM,RB,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,104.0,3.71,0.0,3.0,1.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.5,16.5,13.0,0.0,114.0,0.0,GallWa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL,1.0,1.0,0.0,1.5%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Wayne Gallman red zone rushing plays,GallWa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-181.5
T.Y. Hilton,217.0,WR73,209.5,226.0,IND,WR,32.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,331.0,14.39,3.0,0.0,0.0,3.0,0.0,0.0,51.0,74.1,77.1,62.6,0.0,89.0,0.0,HiltT.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,IND,4.0,3.0,75.00%,15.0,2.0,6.3%,2.0,2.0,100.00%,5.0,2.0,5.6%,All T.Y. Hilton red zone receiving plays,HiltT.00,-16.5
J.J. Taylor,218.0,RB67,211.0,384.0,NWE,RB,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,37.0,1.95,2.0,4.0,4.0,8.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,15.0,18.5,19.5,16.5,0.0,112.0,0.0,TaylJJ01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NWE,5.0,3.0,2.0,5.3%,3.0,2.0,2.0,5.8%,3.0,2.0,2.0,12.0%,All J.J. Taylor red zone rushing plays,TaylJJ01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-173.0
Allen Lazard,219.0,WR74,212.5,122.0,GNB,WR,26.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,10.67,0.0,60.0,40.0,513.0,12.83,8.0,0.0,0.0,8.0,0.0,0.0,103.0,142.5,145.5,122.5,0.0,44.0,0.0,LazaAl00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,15.0,7.0,46.67%,39.0,5.0,12.7%,5.0,4.0,80.00%,14.0,4.0,9.8%,All Allen Lazard red zone receiving plays,LazaAl00,90.5
Christian Kirk,220.0,WR75,213.5,68.0,ARI,WR,25.0,17.0,11.0,1.0,1.0,33.0,0.0,0.0,1.0,11.0,11.0,0.0,103.0,77.0,982.0,12.75,5.0,0.0,0.0,5.0,0.0,0.0,131.0,207.6,210.6,169.1,8.0,28.0,68.0,KirkCh01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ARI,10.0,6.0,60.00%,42.0,2.0,12.5%,6.0,3.0,50.00%,14.0,1.0,15.4%,All Christian Kirk red zone receiving plays,KirkCh01,145.5
Seattle Seahawks,221.0,DST15,215.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,215.5
Green Bay Packers,222.0,DST16,216.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,216.0
Emmanuel Sanders,223.0,WR76,218.0,143.0,BUF,WR,34.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,15.5,0.0,72.0,42.0,626.0,14.9,4.0,0.0,0.0,4.0,0.0,0.0,90.0,131.7,134.7,110.7,0.0,50.0,0.0,SandEm00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BUF,10.0,4.0,40.00%,33.0,2.0,8.3%,6.0,2.0,33.33%,13.0,2.0,11.3%,All Emmanuel Sanders red zone receiving plays,SandEm00,75.0
Wil Lutz,224.0,K16,218.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,218.5
Kadarius Toney,225.0,WR77,218.5,253.0,NYG,WR,22.0,10.0,4.0,1.0,3.0,19.0,0.0,0.0,3.0,6.0,2.0,0.0,57.0,39.0,420.0,10.77,0.0,0.0,0.0,0.0,0.0,0.0,43.0,82.4,85.4,62.9,0.0,102.0,0.0,ToneKa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYG,1.0,7.0,0.0,2.2%,1.0,7.0,0.0,4.3%,0.0,0.0,0.0,.0%,All Kadarius Toney red zone rushing plays,ToneKa00,NYG,5.0,1.0,20.00%,6.0,0.0,8.9%,2.0,0.0,0.00%,0.0,0.0,7.1%,All Kadarius Toney red zone receiving plays,ToneKa00,-34.5
Arizona Cardinals,226.0,DST17,219.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,219.5
Salvon Ahmed,227.0,RB68,220.5,318.0,MIA,RB,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,149.0,2.76,0.0,19.0,12.0,117.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,27.0,38.6,44.6,32.6,0.0,91.0,0.0,AhmeSa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA,3.0,17.0,0.0,4.4%,1.0,3.0,0.0,2.3%,0.0,0.0,0.0,.0%,All Salvon Ahmed red zone rushing plays,AhmeSa01,MIA,3.0,1.0,33.33%,9.0,0.0,4.1%,0.0,0.0,0,0.0,0.0,.0%,All Salvon Ahmed red zone receiving plays,AhmeSa01,-97.5
Carlos Hyde ,228.0,RB69,220.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,220.5
Todd Gurley,229.0,RB70,220.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,220.5
