Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Chris Thompson,190.0,RB59,189.0,215.0,WAS,RB,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,138.0,3.73,0.0,58.0,42.0,378.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,93.6,99.6,72.6,0.0,61.0,0.0,ThomCh03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WAS,6.0,13.0,0.0,13.6%,4.0,10.0,0.0,19.0%,2.0,2.0,0.0,14.3%,All Chris Thompson red zone rushing plays,ThomCh03,WAS,5.0,1.0,20.00%,11.0,0.0,8.1%,2.0,0.0,0.00%,0.0,0.0,6.3%,All Chris Thompson red zone receiving plays,ThomCh03
Noah Fant,191.0,TE20,190.3,171.0,DEN,TE,22.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,-12.0,-4.0,0.0,66.0,40.0,562.0,14.05,3.0,1.0,1.0,3.0,0.0,0.0,71.0,111.0,115.0,91.0,0.0,16.0,0.0,FantNo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DEN,9.0,1.0,11.11%,14.0,1.0,13.2%,6.0,0.0,0.00%,0.0,0.0,20.7%,All Noah Fant red zone receiving plays,FantNo00
Pittsburgh Steelers,192.0,DST17,192.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jamaal Williams,193.0,RB60,200.3,118.0,GNB,RB,24.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,107.0,460.0,4.3,1.0,45.0,39.0,253.0,6.49,5.0,0.0,0.0,6.0,0.0,0.0,107.0,146.3,152.3,126.8,0.0,36.0,0.0,WillJa06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,GNB,12.0,28.0,1.0,21.8%,5.0,7.0,1.0,16.1%,2.0,-2.0,1.0,11.1%,All Jamaal Williams red zone rushing plays,WillJa06,GNB,8.0,7.0,87.50%,50.0,5.0,11.0%,5.0,5.0,100.00%,28.0,4.0,15.2%,All Jamaal Williams red zone receiving plays,WillJa06
Darren Waller,194.0,TE21,202.7,19.0,OAK,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,117.0,90.0,1145.0,12.72,3.0,1.0,1.0,3.0,0.0,0.0,131.0,221.0,225.0,176.0,54.0,4.0,19.0,WallDa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,OAK,11.0,7.0,63.64%,60.0,3.0,18.3%,4.0,2.0,50.00%,15.0,2.0,14.3%,All Darren Waller red zone receiving plays,WallDa01
Nick Foles,195.0,QB25,205.3,257.0,JAX,QB,30.0,4.0,4.0,77.0,117.0,736.0,3.0,2.0,4.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,38.0,37.7,44.7,39.7,0.0,43.0,0.0,FoleNi00,JAX,4.0,5.0,80.0,29.0,0.0,0.0,1.0,2.0,50.0,9.0,0.0,0.0,All Nick Foles red zone passing plays,FoleNi00,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jalen Richard,196.0,RB61,206.0,230.0,OAK,RB,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,145.0,3.72,0.0,43.0,36.0,323.0,8.97,0.0,2.0,0.0,0.0,0.0,0.0,47.0,82.8,88.8,64.8,0.0,66.0,0.0,RichJa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OAK,2.0,7.0,0.0,3.2%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Jalen Richard red zone rushing plays,RichJa01,OAK,3.0,2.0,66.67%,9.0,0.0,5.0%,0.0,0.0,0,0.0,0.0,.0%,All Jalen Richard red zone receiving plays,RichJa01
Zay Jones,197.0,WR64,206.3,324.0,2TM,WR,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,45.0,27.0,216.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,48.9,51.9,35.4,0.0,134.0,0.0,JoneZa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2TM,6.0,3.0,50.00%,8.0,0.0,0,5.0,2.0,40.00%,5.0,0.0,0,All Zay Jones red zone receiving plays,JoneZa00
Malcolm Brown,198.0,RB62,207.7,193.0,LAR,RB,26.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,255.0,3.7,5.0,6.0,2.0,16.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,57.0,59.1,62.1,58.1,0.0,58.0,0.0,BrowMa03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAR,15.0,45.0,5.0,18.5%,10.0,22.0,5.0,19.2%,6.0,7.0,3.0,27.3%,All Malcolm Brown red zone rushing plays,BrowMa03,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dare Ogunbowale,199.0,RB63,208.3,252.0,TAM,RB,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,1.55,2.0,46.0,35.0,286.0,8.17,0.0,2.0,1.0,2.0,0.0,0.0,40.0,75.3,79.3,57.8,0.0,73.0,0.0,OgunDa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TAM,7.0,2.0,2.0,12.5%,7.0,2.0,2.0,19.4%,7.0,2.0,2.0,35.0%,All Dare Ogunbowale red zone rushing plays,OgunDa00,TAM,7.0,4.0,57.14%,28.0,0.0,10.9%,4.0,1.0,25.00%,7.0,0.0,10.5%,All Dare Ogunbowale red zone receiving plays,OgunDa00
Devin Funchess ,200.0,WR65,163.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Marqise Lee,201.0,WR66,209.0,490.0,JAX,WR,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.9,4.9,3.4,0.0,196.0,0.0,LeexMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Nelson Agholor,202.0,WR67,210.0,200.0,PHI,WR,26.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,69.0,39.0,363.0,9.31,3.0,2.0,1.0,3.0,1.0,0.0,55.0,94.0,98.0,74.5,0.0,79.0,0.0,AghoNe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PHI,6.0,2.0,33.33%,6.0,2.0,8.7%,4.0,2.0,50.00%,6.0,2.0,13.8%,All Nelson Agholor red zone receiving plays,AghoNe00
Mason Crosby,203.0,K10,210.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
DaeSean Hamilton,204.0,WR68,210.7,262.0,DEN,WR,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,28.0,297.0,10.61,1.0,0.0,0.0,1.0,0.0,0.0,36.0,63.7,66.7,49.7,0.0,102.0,0.0,HamiDa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DEN,6.0,3.0,50.00%,25.0,1.0,8.8%,2.0,1.0,50.00%,3.0,1.0,6.9%,All DaeSean Hamilton red zone receiving plays,HamiDa01
Albert Wilson,205.0,WR69,212.7,233.0,MIA,WR,27.0,13.0,4.0,1.0,2.0,20.0,0.0,0.0,5.0,45.0,9.0,0.0,62.0,43.0,351.0,8.16,1.0,0.0,0.0,1.0,0.0,0.0,46.0,89.4,92.4,67.9,0.0,89.0,0.0,WilsAl02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA,2.0,12.0,0.0,3.4%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Albert Wilson red zone rushing plays,WilsAl02,MIA,6.0,6.0,100.00%,28.0,1.0,8.5%,3.0,3.0,100.00%,6.0,1.0,14.3%,All Albert Wilson red zone receiving plays,WilsAl02
Matt Prater,206.0,K11,213.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
DeVante Parker,207.0,WR70,172.5,28.0,MIA,WR,26.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,72.0,1202.0,16.69,9.0,0.0,0.0,9.0,0.0,0.0,174.0,246.2,249.2,210.2,45.0,6.0,28.0,ParkDe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIA,14.0,6.0,42.86%,72.0,5.0,19.7%,3.0,1.0,33.33%,7.0,1.0,14.3%,All DeVante Parker red zone receiving plays,ParkDe01
Tre'Quan Smith,208.0,WR71,174.0,211.0,NOR,WR,23.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,234.0,13.0,5.0,0.0,0.0,5.0,0.0,0.0,53.0,71.4,74.4,62.4,0.0,81.0,0.0,SmitTr03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,4.0,4.0,100.00%,46.0,4.0,5.2%,1.0,1.0,100.00%,1.0,1.0,2.9%,All Tre'Quan Smith red zone receiving plays,SmitTr03
Ty Montgomery,209.0,RB64,217.3,339.0,NYJ,RB,26.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,103.0,3.22,0.0,17.0,13.0,90.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.3,35.3,25.8,0.0,92.0,0.0,MontTy01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ,1.0,0.0,0.0,3.1%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Ty Montgomery red zone rushing plays,MontTy01,NYJ,1.0,1.0,100.00%,3.0,0.0,2.0%,1.0,1.0,100.00%,3.0,0.0,5.6%,All Ty Montgomery red zone receiving plays,MontTy01
Jack Doyle,210.0,TE22,217.7,174.0,IND,TE,29.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,43.0,448.0,10.42,4.0,1.0,0.0,4.0,0.0,0.0,69.0,111.8,114.8,90.3,0.0,18.0,0.0,DoylJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,IND,13.0,6.0,46.15%,42.0,3.0,19.7%,5.0,2.0,40.00%,6.0,2.0,16.7%,All Jack Doyle red zone receiving plays,DoylJa00
Jason Witten,211.0,TE23,218.7,156.0,DAL,TE,37.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,63.0,529.0,8.4,4.0,1.0,1.0,4.0,1.0,0.0,77.0,139.9,143.9,108.4,0.0,12.0,0.0,WittJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DAL,10.0,7.0,70.00%,50.0,4.0,17.2%,6.0,4.0,66.67%,13.0,3.0,30.0%,All Jason Witten red zone receiving plays,WittJa00
Frank Gore,212.0,RB65,219.7,150.0,BUF,RB,36.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,166.0,599.0,3.61,2.0,16.0,13.0,100.0,7.69,0.0,0.0,0.0,2.0,0.0,0.0,82.0,94.9,100.9,88.4,0.0,46.0,0.0,GoreFr00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BUF,25.0,35.0,2.0,36.8%,18.0,4.0,2.0,54.5%,11.0,0.0,2.0,61.1%,All Frank Gore red zone rushing plays,GoreFr00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Miles Boykin,213.0,WR72,225.3,256.0,BAL,WR,23.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,198.0,15.23,3.0,0.0,0.0,3.0,0.0,0.0,38.0,50.8,53.8,44.3,0.0,97.0,0.0,BoykMi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,4.0,4.0,100.00%,27.0,3.0,6.3%,3.0,3.0,100.00%,19.0,3.0,10.0%,All Miles Boykin red zone receiving plays,BoykMi00
Adam Vinatieri ,214.0,K12,226.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Indianapolis Colts,215.0,DST18,226.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Matt Bryant,216.0,K13,250.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jason Myers,217.0,K14,228.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Brett Maher,218.0,K15,228.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Chris Herndon,219.0,TE24,196.0,513.0,NYJ,TE,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,1.2,0.0,108.0,0.0,HernCh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Green Bay Packers,220.0,DST19,231.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Adam Humphries,221.0,WR73,200.5,221.0,TEN,WR,26.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,47.0,37.0,374.0,10.11,2.0,1.0,0.0,2.0,0.0,0.0,50.0,86.5,89.5,68.0,0.0,85.0,0.0,HumpAd00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TEN,3.0,1.0,33.33%,13.0,1.0,6.4%,2.0,0.0,0.00%,0.0,0.0,10.0%,All Adam Humphries red zone receiving plays,HumpAd00
J.J. Arcega-Whiteside,222.0,WR74,201.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Tennessee Titans,223.0,DST20,233.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dallas Goedert,224.0,TE25,207.0,62.0,PHI,TE,24.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,58.0,607.0,10.47,5.0,2.0,2.0,5.0,0.0,0.0,87.0,144.7,149.7,115.7,10.0,10.0,62.0,GoedDa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PHI,11.0,8.0,72.73%,43.0,4.0,15.9%,5.0,4.0,80.00%,19.0,4.0,17.2%,All Dallas Goedert red zone receiving plays,GoedDa00
Giovani Bernard,225.0,RB66,207.5,255.0,CIN,RB,28.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,170.0,3.21,0.0,43.0,30.0,234.0,7.8,0.0,2.0,1.0,0.0,0.0,0.0,38.0,68.4,75.4,53.4,0.0,74.0,0.0,BernGi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CIN,9.0,25.0,0.0,16.1%,3.0,5.0,0.0,9.1%,1.0,0.0,0.0,4.8%,All Giovani Bernard red zone rushing plays,BernGi00,CIN,7.0,5.0,71.43%,35.0,0.0,9.5%,2.0,0.0,0.00%,0.0,0.0,5.6%,All Giovani Bernard red zone receiving plays,BernGi00
Austin Seibert,226.0,K16,240.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Parris Campbell,227.0,WR75,211.5,332.0,IND,WR,22.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,8.5,0.0,24.0,18.0,127.0,7.06,1.0,3.0,1.0,1.0,0.0,0.0,20.0,38.1,42.1,29.1,0.0,139.0,0.0,CampPa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,IND,5.0,5.0,100.00%,26.0,1.0,7.6%,1.0,1.0,100.00%,2.0,0.0,3.3%,All Parris Campbell red zone receiving plays,CampPa00
Chris Boswell,228.0,K17,242.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Marcus Mariota,229.0,QB26,215.0,144.0,TEN,QB,26.0,7.0,6.0,95.0,160.0,1203.0,7.0,2.0,24.0,129.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,85.0,85.0,93.0,87.0,0.0,33.0,0.0,MariMa01,TEN,6.0,13.0,46.15,51.0,4.0,0.0,2.0,2.0,100.0,8.0,2.0,0.0,All Marcus Mariota red zone passing plays,MariMa01,TEN,4.0,21.0,0.0,7.3%,2.0,13.0,0.0,6.9%,0.0,0.0,0.0,.0%,All Marcus Mariota red zone rushing plays,MariMa01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
A.J. Brown,230.0,WR76,218.5,34.0,TEN,WR,22.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,20.0,1.0,84.0,52.0,1051.0,20.21,8.0,1.0,0.0,9.0,0.0,0.0,165.0,217.1,220.1,191.1,36.0,9.0,34.0,BrowAJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TEN,8.0,5.0,62.50%,51.0,4.0,17.0%,2.0,2.0,100.00%,13.0,2.0,10.0%,All A.J. Brown red zone receiving plays,BrowAJ00
